Gene name	Mouse gene name	Mouse homology type	dN with Mouse	dS with Mouse	Mouse orthology confidence [0 low, 1 high]
ABCA6	Abca6	ortholog_one2one	0.2157	0.604	1
DGKE	Dgke	ortholog_one2one	0.0464	0.4873	1
AC012317.2					
SLC25A6P4					
AC076968.1					
AC021678.1					
CISTR					
AC108676.2					
LINC02576					
GABARAPL1	Gabarapl1	ortholog_one2one	0.0964	0.8424	1
AC108676.1					
AC108693.1					
LINC00884					
C4orf3	1810037I17Rik	ortholog_one2one	0.2361	1.2159	0
NAA50	Naa50	ortholog_one2one	0.0083	0.3294	1
AC007386.1					
AC076968.2					
AC100791.2					
AC093826.1					
AC021678.3					
AC079987.1					
AL050350.1					
AC079799.2					
CDC40	Cdc40	ortholog_one2one	0.0056	0.3901	1
BRINP3	Brinp3	ortholog_one2one	0.01	0.4237	1
AC247036.2					
RPL5P22					
RPS2P5					
PPP1R14BP2					
PNOC	Pnoc	ortholog_one2one	0.091	0.601	1
HOXC13-AS					
HOXC13	Hoxc13	ortholog_one2one	0.005	0.5015	1
MIR133A1HG					
TAOK3	Taok3	ortholog_one2one	0.0224	0.6223	1
SEC24AP1					
TRIM25	Trim25	ortholog_one2one	0.1635	0.9725	1
TCP11X1					
MIB1	Mib1	ortholog_one2one	0.0032	0.45	1
AC092944.3					
CRACD	C530008M17Rik	ortholog_one2one	0.2254	0.9152	1
AC021678.2					
AL354771.1					
AC107909.1					
RPL12P41					
KIAA1143	1110059G10Rik	ortholog_one2one	0.0581	0.4671	1
HOXC12	Hoxc12	ortholog_one2one	0.0283	0.5066	1
COX6C	Cox6c	ortholog_one2one	0.1545	0.566	1
AC084212.1					
IGFL1					
KIF1A	Kif1a	ortholog_one2one	0.0113	0.8027	1
CCDC66	Ccdc66	ortholog_one2one	0.1911	0.5069	1
AL392172.2					
SLC66A1L					
ZPBP2	Zpbp2	ortholog_one2one	0.1563	0.6031	1
COX6CP17					
MIR181A1HG					
AC006262.3					
RPS3AP47					
FAM177B					
LINC01351					
SPCS2P1					
SFMBT2	Sfmbt2	ortholog_one2one	0.152	0.72	1
AC068724.2					
AL391645.1					
FABP2	Fabp2	ortholog_one2one	0.1273	0.589	1
FUT8	Fut8	ortholog_one2one	0.0163	0.3361	1
UNG	Ung	ortholog_one2one	0.0849	0.8342	1
AL139135.2					
IGHV1-24					
EPB42	Epb42	ortholog_one2one	0.1688	0.5456	1
AL139135.1					
LINC01720					
HNRNPA1P46					
AC006262.4					
AC096631.2					
AL138927.1					
AC103987.2					
AL121829.1					
AC004965.1					
KLHL2P1					
AL713866.1					
IGHV2-26					
AL137785.1					
COL26A1	Col26a1	ortholog_one2one	0.066	0.9366	1
IGFL1P2					
AL713866.2					
MPPE1P1					
C17orf67	Gm525	ortholog_one2one			1
AC115676.1					
AC096631.1					
ERMN	Ermn	ortholog_one2one	0.2461	0.9313	1
COQ2	Coq2	ortholog_one2one	0.1276	0.6419	1
PPDPF	Ppdpf	ortholog_one2one	0.1935	0.8301	1
TMEM70	Tmem70	ortholog_one2one	0.2835	0.5444	1
AC015912.1					
FAM91A1	Fam91a1	ortholog_one2one	0.0236	0.5059	1
AC015912.2					
IGHV4-28					
LY6H					
NFKBIB	Nfkbib	ortholog_one2one	0.0882	0.918	1
AL034369.1					
LINC01370					
AC245166.1					
METTL24	Mettl24	ortholog_one2one	0.1015	0.712	1
COL18A1-AS2					
ATP13A3	Atp13a3	ortholog_one2one	0.0555	0.4197	1
PPIAP60					
AC079943.1					
CACNA1E	Cacna1e	ortholog_one2one	0.0156	0.4672	1
AC079943.2					
SLC19A1	Slc19a1	ortholog_one2one	0.2103	2.311	1
AL133419.1					
HOTAIR					
AL009050.1					
KRT18P12					
RPS20P21					
MAFB	Mafb	ortholog_one2one	0.0114	0.5352	1
AL450263.1					
LINC01680					
PTPN14	Ptpn14	ortholog_one2one	0.0409	0.7676	1
ANGPTL2	Angptl2	ortholog_one2one	0.0217	0.7254	1
AC018442.1					
MRPL22P1					
AC087641.1					
AC018442.3					
AC022267.1					
RGMA	Rgma	ortholog_one2one	0.0408	0.7577	1
AC018442.2					
AP004289.1					
BNIP3P19					
HOXC11	Hoxc11	ortholog_one2one	0.0098	0.3656	1
ZNF658					
ZFAND6	Zfand6	ortholog_one2one	0.0245	0.2175	1
AC107909.2					
SLC16A13	Slc16a13	ortholog_one2one	0.0698	0.3158	1
AC078899.5					
VPS13B-DT					
AC011257.1					
AC103833.1					
AC114814.3					
RPL21P1					
CCDC26					
LINC01222					
AP004289.2					
AC105941.1					
LINC01221					
AC104986.1					
SERBP1P1					
CYBA	Cyba	ortholog_one2one	0.0559	1.6682	1
EFNB1	Efnb1	ortholog_one2one	0.0196	0.4771	1
RPL23AP16					
RIMKLBP1					
LINC02789					
RALGPS1	Ralgps1	ortholog_one2one	0.015	0.3797	1
AP000688.4					
BX664608.1					
AC099335.1					
CCNDBP1	Ccndbp1	ortholog_one2one	0.131	0.4038	1
AC103987.3					
ASTN2-AS1					
AC234301.4					
ALKAL1	Alkal1	ortholog_one2one	0.1575	0.351	1
AL807757.2					
AL353768.2					
NPM1P26					
AL133284.1					
AL807757.1					
TM9SF3	Tm9sf3	ortholog_one2one	0.0063	0.3818	1
RPL10P3					
PIGG	Pigg	ortholog_one2one	0.1277	0.5584	1
AC234791.1					
AL929236.1					
AOPEP	Aopep	ortholog_one2one	0.1523	0.4469	1
AL445305.1					
NXF2	Nxf2	ortholog_many2many	0.3299	0.6526	0
NXF2	Nxf7	ortholog_many2many	0.3597	0.7031	1
VDAC1P1					
ASTN2	Astn2	ortholog_one2one	0.0096	0.5081	1
AC106707.1					
AL391294.1					
FGD1	Fgd1	ortholog_one2one	0.0246	0.302	1
KLHDC8A	Klhdc8a	ortholog_one2one	0.0232	0.581	1
AFAP1L2	Afap1l2	ortholog_one2one	0.0904	0.6802	1
BOK	Bok	ortholog_one2one	0.0214	0.6618	1
COL18A1-AS1					
AC074276.2					
C2orf27B					
AC074276.1					
BOK-AS1					
OTOA	Otoa	ortholog_one2one	0.1353	0.539	1
LINC02180					
RPL23AP93					
AC133528.1					
SHOX2	Shox2	ortholog_one2one	0.0084	0.2993	1
AC106733.1					
EPB41L1	Epb41l1	ortholog_one2one	0.0239	0.4468	1
PVRIG2P					
GSTM3	Gstm5	ortholog_one2one	0.0562	0.5871	1
AC026367.1					
STAG3L5P					
SUDS3	Suds3	ortholog_one2one	0.0175	0.9	1
SSH3	Ssh3	ortholog_one2one	0.1052	0.6959	1
AC025576.1					
AC079866.1					
COL18A1	Col18a1	ortholog_one2one	0.1736	0.8088	1
AC020611.1					
GJC2	Gjc2	ortholog_one2one	0.0721	1.4155	1
AC079866.2					
AC007637.1					
RPS27P20					
TSR2	Tsr2	ortholog_one2one	0.0786	0.5146	1
AC007333.2					
SRGAP1	Srgap1	ortholog_one2one	0.0091	0.6393	1
IBA57-DT					
AC103564.3					
PILRB					
ACACB	Acacb	ortholog_one2one	0.0574	0.8548	1
AC098934.2					
AC007333.1					
MVD	Mvd	ortholog_one2one	0.0865	0.9427	1
CASC22					
SPDYE22P					
EPS8L3	Eps8l3	ortholog_one2one	0.1681	0.5703	1
AP003500.1					
AC048344.2					
PRR11	Prr11	ortholog_one2one	0.163	0.4507	1
AC048344.3					
AC103833.2					
AL592045.1					
POLRMTP1					
SNRPGP10					
AC103564.1					
RSRC1	Rsrc1	ortholog_one2one	0.0394	0.6592	1
MIXL1	Mixl1	ortholog_one2one	0.1922	0.8634	1
AC103987.4					
PJA1	Pja1	ortholog_one2one	0.1261	0.5771	1
AC098679.6					
RAB21	Rab21	ortholog_one2one	0.0194	0.4303	1
GTF3C1	Gtf3c1	ortholog_one2one	0.1218	0.8589	1
TM4SF20	Tm4sf20	ortholog_one2one	0.1479	0.3606	1
LINC01395					
TMEM144	Tmem144	ortholog_one2one	0.0782	0.6807	1
AC053481.3					
SCN1B	Scn1b	ortholog_one2one	0.0805	1.8486	1
SCYGR1					
AC053481.4					
HMGN1P35					
LINC00269					
AL353768.1					
AC025576.2					
AC020611.2					
AC025576.3					
AP003327.1					
RPL36AP41					
AP003327.2					
AC089984.1					
ZYXP1					
AC103564.2					
SMG8	Smg8	ortholog_one2one	0.0202	0.4795	1
AC105213.1					
LSG1	Lsg1	ortholog_one2one	0.0988	0.6562	1
Z69720.2					
RHBDF1	Rhbdf1	ortholog_one2one	0.0203	0.8395	1
AL158847.1					
BLACAT1					
AC099850.4					
GSTM5					
AC099850.3					
HMGN5	Hmgn5	ortholog_one2one	0.458	1.3777	0
AC005670.2	Gosr2	ortholog_one2many	0.0717	0.5383	1
SNAI3-AS1					
LEMD1-AS1					
AC026356.2					
AJ239322.2					
LEMD1	Lemd1	ortholog_one2one	0.3235	0.6383	0
AC048344.4					
AJ239322.1					
AGFG1	Agfg1	ortholog_one2one	0.0174	0.2617	1
AC110373.1					
AC108457.1					
LINC01945					
CCNYL1	Ccnyl1	ortholog_one2one	0.0048	0.2366	1
GOSR2	Gosr2	ortholog_one2many	0.1049	0.6411	1
SNAI3	Snai3	ortholog_one2one	0.1752	0.9101	1
STAG3L5P-PVRIG2P-PILRB					
LINC01900					
AC026356.1					
MCM6	Mcm6	ortholog_one2one	0.0223	0.5359	1
RBBP8P1					
AC091043.1					
AL353770.4					
AC092989.1					
DOCK11	Dock11	ortholog_one2one	0.0173	0.4006	1
NDUFS6P1					
AL353770.2					
AC079363.1					
FAM74A3					
AC069228.1					
ATG4B	Atg4b	ortholog_one2one	0.0247	0.6344	1
AC048344.1					
AL353770.3					
AC068724.4					
AL353770.1					
MUSTN1	Mustn1	ortholog_one2many	0.0726	0.7306	1
SPATA31A3	Spata31	ortholog_one2many	0.5657	0.819	0
ACTG2	Actg2	ortholog_one2one	0	0	1
AC068724.5					
AC138028.3					
PPFIA2-AS1					
RNF166	Rnf166	ortholog_one2one	0.0052	0.9863	1
PILRA					
AC099667.1					
AC016954.1					
LEMD1-DT					
TMEM62	Tmem62	ortholog_one2one	0.0962	0.383	1
AC106707.2					
AC006254.1	Mustn1	ortholog_one2many			1
SH3BGRL	Sh3bgrl	ortholog_one2one	0.0236	0.2932	1
AC004464.1					
CYCSP43					
CD3D	Cd3d	ortholog_one2one	0.2554	0.4988	1
AC011446.1					
AC145285.5					
AC005546.1					
STIMATE	Stimate	ortholog_one2many	0.0111	0.4087	1
NACC1	Nacc1	ortholog_one2one	0.0494	1.1974	1
TMEM44	Tmem44	ortholog_one2one	0.1244	0.6412	1
FAM155B	Tmem28	ortholog_one2one	0.0286	0.226	1
AL158069.1					
AC096772.2					
BICD1	Bicd1	ortholog_one2one	0.0291	0.5288	1
AC006252.1					
AC234301.6					
TRMT1	Trmt1	ortholog_one2one	0.0987	0.7555	1
ITIH4-AS1					
NPIPB9					
AC234301.2					
ITIH4	Itih4	ortholog_one2one	0.2346	0.9573	1
AC234301.1					
AC234301.5					
MLF1	Mlf1	ortholog_one2one	0.1362	0.5583	1
AC234301.3					
AL596266.1					
AC243829.2					
CENPF	Cenpf	ortholog_one2one	0.2217	0.6037	1
ZSWIM2	Zswim2	ortholog_one2one	0.2143	0.5445	1
AC145285.7					
SLC9A2	Slc9a2	ortholog_one2one	0.0479	0.691	1
AC145285.2					
AC145285.1					
PMS2P1					
AC240565.5					
AC145285.3					
PPFIA2	Ppfia2	ortholog_one2one	0.0054	0.497	1
AC240565.6					
AL445687.1					
ZCCHC8	Zcchc8	ortholog_one2one	0.1427	0.6318	1
AC005071.2					
AC091588.1					
GATA6-AS1					
SPDYE3	Spdye4b	ortholog_many2many	0.3122	1.1572	0
SPDYE3	Spdye4a	ortholog_many2many	0.3018	1.1259	0
AC235565.2	Tcp11x2	ortholog_one2many			0
AC091588.3					
SRY	Sry	ortholog_one2one			0
AC099344.1					
AC099344.2					
CMTM3	Cmtm3	ortholog_one2one	0.0585	0.6024	1
RABIF	Rabif	ortholog_one2one	0.0379	0.266	1
ABHD17AP3					
AC235565.1					
UBE2V1P13					
PTK6	Ptk6	ortholog_one2one	0.1096	0.9813	1
AC015912.3					
AL157829.1					
AC012531.2					
NXF2B	Nxf2	ortholog_many2many	0.3299	0.6526	0
NXF2B	Nxf7	ortholog_many2many	0.3597	0.7031	1
MBOAT7	Mboat7	ortholog_one2one	0.0382	0.6091	1
HOXC-AS2					
TRIM32	Trim32	ortholog_one2one	0.0208	0.5958	1
AC004584.2					
EIF1AXP2					
RPL21P8					
COIL	Coil	ortholog_one2one	0.2279	0.7324	1
HOXC-AS3					
FUT8-AS1					
LINC00570					
HOXC8	Hoxc8	ortholog_one2one	0.0017	0.2489	1
AC004584.1					
ATP6V1A	Atp6v1a	ortholog_one2one	0.0099	0.5239	1
HOXC10	Hoxc10	ortholog_one2one	0.0114	0.2069	1
AC098679.1					
GATA6	Gata6	ortholog_one2one	0.0517	0.6965	1
AC099344.3					
TREML1	Treml1	ortholog_one2one	0.2194	0.6112	1
FAM198B-AS1					
C12orf66	BC048403	ortholog_one2one	0.0258	0.5423	1
AL121895.1					
RBM22	Rbm22	ortholog_one2one	0	0	1
HOXC4	Hoxc4	ortholog_one2one	0.0052	0.0943	1
MPG	Mpg	ortholog_one2one	0.1765	0.6709	1
GAPDHP24					
AC099563.1					
AC015909.1					
AC099563.2					
NUDT19P5					
HOXC5	Hoxc5	ortholog_one2one	0.0021	0.0516	1
ERCC3	Ercc3	ortholog_one2one	0.0206	0.6995	1
AC046143.2					
TMEM44-AS1					
GASK1B	Gask1b	ortholog_one2one	0.1149	0.5773	1
AC012531.1					
HOXC6	Hoxc6	ortholog_one2one	0	0	1
TCP11X2	Tcp11x2	ortholog_one2many	0.21	0.7414	1
LINC01007					
AP005899.1					
COL1A1	Col1a1	ortholog_one2one	0.0528	0.2789	1
NDUFV2-AS1					
AC009779.1					
AC046143.1					
Z69666.1					
AC135279.3					
NDUFV2	Ndufv2	ortholog_one2one	0.032	0.3451	1
AC012158.1					
Z69720.1					
FAM43A	Fam43a	ortholog_one2one	0.049	0.961	1
HOXC9	Hoxc9	ortholog_one2one	0.0016	0.2815	1
AC072039.1					
IBA57	Iba57	ortholog_one2one	0.1776	0.9351	1
AC072039.2					
AC012158.2					
PPP2R3A	Ppp2r3a	ortholog_one2one	0.0772	0.3507	1
NPRL3	Nprl3	ortholog_one2one	0.0176	0.5885	1
C12orf56	D930020B18Rik	ortholog_one2one	0.1572	0.5118	1
AC012531.3					
AC110053.1					
HOXC-AS1					
AC046195.1					
ATXN2L	Atxn2l	ortholog_one2one	0.0376	0.4024	1
AC112693.2					
AC108693.2					
AL031284.1					
AC112693.1					
IGHV4-34					
TMEM50A	Tmem50a	ortholog_one2one	0.0356	0.7467	1
EPHX4	Ephx4	ortholog_one2one	0.0635	0.4294	1
AC091078.1					
AL445687.2					
AC079015.1					
AC046195.2					
AC243829.7					
AC090505.1					
AC106706.1					
AC093152.1					
NCOA1	Ncoa1	ortholog_one2one	0.0445	0.3802	1
NDUFB1P2					
AC093787.2					
DISP1	Disp1	ortholog_one2one	0.0846	0.7472	1
LINC00837					
NDUFS2	Ndufs2	ortholog_one2one	0.0408	0.3825	1
STIMATE-MUSTN1	Stimate	ortholog_one2many	0.0127	0.4223	1
AC092473.2					
SLC16A11	Slc16a11	ortholog_one2one	0.0725	0.6047	1
LINC01968					
MPC1L					
BX544879.1					
AC093787.1					
SPPL2C					
AL355376.1					
GLT6D1	Glt6d1	ortholog_one2one			1
AC091078.2					
LINC01517					
AL392172.1					
SEPHS1P2					
CHORDC2P					
WNT10B	Wnt10b	ortholog_one2one	0.0162	0.51	1
TBC1D3P2					
AC098826.3					
AP001033.4					
AC093844.1					
LPCAT2BP					
AC112698.1					
HNRNPA1P36					
MAPT					
LINC02235					
FOXN3	Foxn3	ortholog_one2one	0.0251	0.3761	1
AC098826.1					
SETSIP	Set	ortholog_one2many	0.0462	0.3529	0
ANKRD12	Ankrd12	ortholog_one2one	0.0941	0.6628	1
LCN9	Lcn9	ortholog_one2one	0.2781	0.7647	1
AGAP1-IT1					
AC120057.1					
TMSB10P1					
AC064874.1					
AL359885.1					
AC053481.2					
RPL21P93					
AC098826.2					
ZCCHC4	Zcchc4	ortholog_one2one	0.1624	0.6113	1
ZSWIM5P3					
AL445213.1					
AL355376.2					
AC103718.1					
AC090950.1					
AC053481.1					
RAD23BP2					
AGAP1	Agap1	ortholog_one2one	0.0106	0.6745	1
RHCE	Rhd	ortholog_one2many	0.317	0.7025	1
AC132219.1					
MTRF1LP2					
MTMR9LP					
ANKRD28	Ankrd28	ortholog_one2one	0.0088	0.3356	1
AC064853.2					
CDKN2AIP	Cdkn2aip	ortholog_one2one	0.0742	0.4637	1
SNX16	Snx16	ortholog_one2one	0.089	0.5741	1
AL445213.2					
PTCD2	Ptcd2	ortholog_one2one	0.1696	0.4763	1
AC106706.2					
AL691517.1					
GAPDHP46					
LINC01972					
WNT1	Wnt1	ortholog_one2one	0.0045	0.7236	1
CMTM4	Cmtm4	ortholog_one2one	0.0197	0.359	1
AL031313.1					
BTBD8	Gm42669	ortholog_one2one	0.2779	1.0018	0
AC090505.2					
AC073487.1					
AARD	Aard	ortholog_one2one	0.3093	1.0391	1
VTI1BP2					
MMP19	Mmp19	ortholog_one2one	0.1278	0.4703	1
AL031055.1					
LIN9	Lin9	ortholog_one2one	0.014	0.4696	1
RPL22P22					
TREM2	Trem2	ortholog_one2one	0.3794	1.1817	1
AL008987.1					
AC105417.1					
ATG4AP1					
AC015909.4					
FZD5	Fzd5	ortholog_one2one			1
POU3F4	Pou3f4	ortholog_one2one	0.0051	0.3863	1
AC113139.1					
TMEM89	Tmem89	ortholog_one2one	0.2892	0.7974	1
SYNE1-AS1					
SCGB1C2					
AC090018.2					
RB1CC1	Rb1cc1	ortholog_one2one	0.0535	0.4305	1
XXYLT1-AS1					
Z82170.1					
XXYLT1	Xxylt1	ortholog_one2one	0.0316	0.7262	1
ESR1	Esr1	ortholog_one2one	0.0577	0.6651	1
LINC01068					
SCYGR2					
PRKAR1AP1					
SCYGR10					
AC100871.1					
AL136442.1					
AP005263.1					
FER1L6-AS2					
TMEM121	Tmem121	ortholog_one2one			1
CAP2P1					
AL844853.2					
TMEM45B	Tmem45b	ortholog_one2one	0.1209	0.6521	1
AL138478.1					
FER1L6	Fer1l6	ortholog_one2one	0.0643	0.5941	1
AL137230.2					
CD3G	Cd3g	ortholog_one2one	0.1881	0.4633	1
SLC2A10	Slc2a10	ortholog_one2one	0.1461	0.8294	1
C2orf83	Slc19a3	ortholog_one2one	1.0892	55.0521	0
KCNK2	Kcnk2	ortholog_one2one	0.0178	0.4938	1
AL357093.2					
DDO	Ddo	ortholog_one2one	0.1216	0.6228	1
RAB42P1					
TGM1	Tgm1	ortholog_one2one	0.0492	0.6392	1
ARF1P3					
FGF21	Fgf21	ortholog_one2one	0.149	0.7673	1
FOXN3-AS1					
XXYLT1-AS2					
AC100871.2					
FAM167B	Fam167b	ortholog_one2one	0.0785	1.1673	1
AL357093.1					
AC090753.1					
AL137230.3					
AC023055.1	Dnajc14	ortholog_one2many	0.0623	0.3538	0
FER1L6-AS1					
SCYGR3					
AC064853.1					
SCYGR4					
EFCAB11	Efcab11	ortholog_one2one	0.1268	0.7307	1
TREML2	Treml2	ortholog_one2one	0.3231	0.6811	1
MSL2	Msl2	ortholog_one2one	0.0048	0.1877	1
SCYGR5					
GDF11	Gdf11	ortholog_one2one	0.0021	0.3176	1
AC083900.1					
AC078916.1					
PLEKHM3	Plekhm3	ortholog_one2one	0.0421	0.4707	1
AL354766.1					
RPS4XP1					
AC126474.1					
TREML3P					
NSD1	Nsd1	ortholog_one2one	0.0869	0.4002	1
TDGF1P6					
ORMDL2	Ormdl2	ortholog_one2one	0.0123	0.4505	1
AC127002.2					
AC092991.1					
AP001885.2					
THAP4	Thap4	ortholog_one2one	0.0859	0.689	1
KLRD1	Klrd1	ortholog_one2one	0.3233	0.614	1
SLC19A3					
SEMA3A	Sema3a	ortholog_one2one	0.0214	0.5745	1
AC010636.2					
CXorf38	1810030O07Rik	ortholog_one2one	0.0757	0.4539	1
AC010329.1					
VN1R78P					
BNIP3P23					
SARNP	Sarnp	ortholog_one2one	0.0197	0.5348	1
VN1R79P					
GAPDHP59					
PPM1M	Ppm1m	ortholog_one2one	0.0625	0.4923	0
ZNF737					
TFPI	Tfpi	ortholog_one2one	0.2622	0.7727	1
LINC01038					
DOC2B					
AC082650.1					
AC078899.2					
AC103996.2					
LINC02207					
AL591742.1					
ZNF626					
DDIT4-AS1					
AC082650.2					
DDIT4	Ddit4	ortholog_one2one	0.0328	0.7568	1
OLFML3	Olfml3	ortholog_one2one	0.0288	0.4298	1
LINC00382					
BTD	Btd	ortholog_one2one	0.0916	0.634	1
SHANK1	Shank1	ortholog_one2one	0.0302	0.7561	1
ARNT	Arnt	ortholog_one2one	0.0421	0.3428	1
AC008739.2					
AC008554.1					
TMEM198B					
ACAP2	Acap2	ortholog_one2one	0.0178	0.5313	1
AL591742.2					
ZNF826P					
SCYGR6					
AC026367.3					
RPSAP22					
MTAPP1					
AL391261.1					
AC026367.2					
SCYGR7					
AC025033.1					
AL391261.3					
PARTICL					
AL391261.4					
AL133384.2					
FOXN3-AS2					
AL391261.2					
BNIP3P22					
AL356805.1					
YBX1P1					
BNIP3P20					
AC010329.5					
RGS17	Rgs17	ortholog_one2one	0.0389	0.6026	1
AC010636.1					
AL049548.1					
ZNF66					
TREML4	Treml4	ortholog_one2one	0.4405	0.6262	0
AL078582.1					
AL078582.2					
VPS26AP1					
AL445644.1					
AC010329.2					
GRAMD1C	Gramd1c	ortholog_one2one	0.1119	0.6506	1
CD209	Cd209d	ortholog_one2many	0.2771	1.1401	0
CD209	Cd209b	ortholog_one2many	0.4279	1.275	0
CD209	Cd209e	ortholog_one2many	0.2648	1.0767	0
CD209	Cd209a	ortholog_one2many	0.2915	1.0429	0
CD209	Cd209c	ortholog_one2many	0.2794	1.2159	0
UHRF1BP1L	Uhrf1bp1l	ortholog_one2one	0.0785	0.6558	1
PLK2	Plk2	ortholog_one2one	0.0151	0.4531	1
BNIP3P24					
AC090921.1					
RNASEH2CP1					
CDK5R1	Cdk5r1	ortholog_one2one	0.0067	0.6357	1
CTU2	Ctu2	ortholog_one2one	0.1334	0.9357	1
LINC01579					
GFM1	Gfm1	ortholog_one2one	0.0504	0.6124	1
AL358134.1					
TMSB15A					
AC006040.1					
AL590867.2					
TOMM22P2					
AL590867.1					
MRPS27	Mrps27	ortholog_one2one	0.1388	0.4832	1
LINC02617					
CALCRL	Calcrl	ortholog_one2one	0.0612	0.5683	1
LINC02598					
AL121882.1					
AL161630.1					
TERF1P4					
AC146507.2					
DNAJC14	Dnajc14	ortholog_one2many	0.0761	0.3571	1
AC146507.3					
PRMT1P1					
ARHGAP1	Arhgap1	ortholog_one2one	0.0176	0.6471	1
CYLC1	Cylc1	ortholog_one2one	0.5555	0.6618	0
SYCE1L	Syce1l	ortholog_one2one	0.4261	1.6139	1
LINC01581					
SLC26A6	Slc26a6	ortholog_one2one	0.1827	0.7946	1
AC103996.3					
AP001533.1					
AC103996.1					
PGR-AS1					
ADAMTS18	Adamts18	ortholog_one2one	0.0613	0.5329	1
LINC01580					
PIGM	Pigm	ortholog_one2one	0.0528	0.6524	1
AC090018.1					
SHISA4	Shisa4	ortholog_one2one	0.0399	0.2894	1
ACAP2-IT1					
RAB1A	Rab1a	ortholog_one2one	0	0	1
DLGAP2-AS1					
AC027419.2					
PGR	Pgr	ortholog_one2one	0.1182	0.7432	1
SLC30A8	Slc30a8	ortholog_one2one	0.1151	0.5164	1
AC104390.1					
AC110023.1					
CALHM2	Calhm2	ortholog_one2one	0.041	0.8329	1
LMOD1	Lmod1	ortholog_one2one	0.0991	0.7543	1
KCNJ10	Kcnj10	ortholog_one2one	0.0037	0.5615	1
KLHDC10	Klhdc10	ortholog_one2one	0.0127	0.3816	1
PPP1R2	Ppp1r2	ortholog_one2many	0.0854	0.4865	1
LYZL1	Lyzl1	ortholog_one2many	0.138	0.6046	1
CEP68	Cep68	ortholog_one2one	0.2675	0.4801	1
AL513217.1					
LRRC37A17P					
LXN	Lxn	ortholog_one2one	0.0814	0.6143	1
KCNT1	Kcnt1	ortholog_one2one	0.0465	1.2546	1
AL139339.2					
SPINK8	Spink8	ortholog_one2one	0.4122	0.5434	0
GSDMC	Gsdmc3	ortholog_one2many	0.4432	0.6865	0
GSDMC	Gsdmc2	ortholog_one2many	0.4436	0.6821	0
GSDMC	Gsdmc4	ortholog_one2many	0.4678	0.7227	0
GSDMC	Gsdmc	ortholog_one2many	0.4718	0.6528	0
AC005670.3					
LINC02091					
HACL1	Gm49387	ortholog_one2many	0.132	0.4863	0
HACL1	Hacl1	ortholog_one2many	0.0802	0.5076	1
VN2R10P					
AC009139.1					
IGHA2	Igha	ortholog_one2many	0.2773	1.1093	1
TREML5P					
SYNE1	Syne1	ortholog_one2one	0.0743	0.7349	0
AL158064.1					
AC009139.2					
AL391903.2					
AC018735.1					
AC025284.1					
AL391903.3					
AC104836.1					
AC007319.1					
RPL7P30					
AC080013.4					
AL663109.1					
AC080013.6					
AC003984.1					
LINC01080					
AC087071.1					
MON1B	Mon1b	ortholog_one2one	0.0618	0.5534	1
AC079944.1					
AL137781.1					
KLRC4	Klri1	ortholog_many2many	0.936	65.3366	0
KLRC4	Klri2	ortholog_many2many	1.0969	2.4638	0
KLRC4	Klre1	ortholog_many2many	0.9471	1.9917	0
KLRC4	Clec2m	ortholog_many2many	0.9876	8.6683	0
AC079944.2					
AC069213.1					
AC128687.2					
IGHE	Ighe	ortholog_one2one	0.4319	2.113	0
EED	Eed	ortholog_one2one	0	0	1
AC069213.3					
CLEC10A	Clec10a	ortholog_one2many	0.3872	0.8519	0
CLEC10A	Mgl2	ortholog_one2many	0.3457	0.8648	1
AC069213.2					
KLRK1	Klrk1	ortholog_one2one	0.3378	0.8717	1
A1BG-AS1					
RPS23P7					
FAM81B	Fam81b	ortholog_one2one	0.1684	0.5905	1
EFCAB3	Efcab3	ortholog_one2one	0.1861	0.7786	1
ASB18	Asb18	ortholog_one2one	0.1152	0.9148	1
AP001062.1					
AC027419.1					
CFAP410	Cfap410	ortholog_one2one	0.1409	1.0409	0
DDN	Ddn	ortholog_one2one	0.1438	0.5018	1
APOD	Apod	ortholog_one2one	0.1916	0.5761	1
AC012313.10					
VDAC1P10					
A1BG	A1bg	ortholog_one2one	0.4673	1.4468	0
PREB	Preb	ortholog_one2one	0.0649	0.403	1
AC138028.1					
AC138028.5					
KMT2D	Kmt2d	ortholog_one2one	0.0542	0.3978	1
PIEZO1	Piezo1	ortholog_one2one	0.0899	1.3089	1
AC019068.1					
COL19A1	Col19a1	ortholog_one2one	0.0906	0.3814	1
AC090071.1					
GBX2	Gbx2	ortholog_one2one	0.0074	0.5623	1
AL121987.1					
AL158167.1					
AC093716.1					
AC126474.2					
AC008026.2					
KLRC4-KLRK1	Klri1	ortholog_many2many	0.9621	63.433	0
KLRC4-KLRK1	Klri2	ortholog_many2many	1.0869	2.6521	0
KLRC4-KLRK1	Klre1	ortholog_many2many	0.9704	2.0794	0
KLRC4-KLRK1	Clec2m	ortholog_many2many	0.9876	8.6684	0
AC091588.2					
SCYGR8					
AC004584.3					
AC027449.1					
SNRPGP8					
AC012313.3					
LINC02290					
SCPEP1	Scpep1	ortholog_one2one	0.1039	0.6528	1
RPRML	Rprml	ortholog_one2one	0.0319	0.7284	1
AC133550.2					
KRT8P24					
AC145285.6					
AL139125.1					
RBM17P2					
LINC02460					
CNTNAP3P2					
AL359081.1					
LINC02642					
AC132938.7					
AC012313.6					
LINC02770					
FOXN4	Foxn4	ortholog_one2one	0.1014	0.7958	1
RPL17P37					
MUC20P1					
ZNF497					
AL445070.1					
