Gene,GRAVY_Score
XXbac-B33L19.3,-0.0688
SLC25A15P2,-0.0688
AL592183.5,-0.0688
AL360178.1,-0.0688
RP11-331K15.1,-0.0688
SUMO2P2,-0.0688
HDAC1P2,-0.0688
DASS-161H22.6,-1.0818
AE000660.1,-0.0688
RP11-38C18.2,-0.0688
RP3-336K20__B.2,-0.0688
COMMD2,-0.0807
NPAP1P2,-0.0688
RN7SL495P,-0.0688
VN1R40P,-0.0688
LINC00511,-0.0688
CBX1P2,-0.0688
RP11-3D23.1,-0.0688
RP11-149B9.2,-0.0688
RP11-864N7.1,-0.0688
RP11-423O2.1,-0.0688
RP11-98D18.1,-0.0688
AC018705.5,-0.0688
RPL31P3,-0.0688
AC013727.1,-0.0688
CCNJP2,-0.0688
HDAC1P1,-0.0688
DEFA10P,-0.0688
RP4-734P14.4,-0.7496
RNVU1-1,-0.0688
TSPY15P,-0.0688
RP11-307E17.8,-0.0688
RP4-697K14.3,-0.0688
RP1-125I3.2,-0.0688
RP11-572H4.1,-0.0688
RP11-292E2.2,-0.0688
AC027269.2,-0.0688
PABPC1P8,-0.0688
GAPDHP1,-0.0688
RN7SL39P,-0.0688
RP11-291O7.1,-0.0688
AC020743.3,-0.0688
MTND5P29,-0.0688
RP11-91A15.2,-0.0688
RP11-89N17.2,-0.0688
RP11-467H10.1,-0.0688
PXT1,-0.5709
RPS27P29,-0.0688
RP4-675G8.2,-0.0688
RPL5P32,-0.0688
PKMP1,-0.0688
RP11-1148L6.5,-0.0688
ST13P15,-0.0688
TPI1P2,-0.0688
RP13-1056D16.2,-0.0688
MED28P7,-0.0688
AC093326.2,-0.0688
MAGI1-IT1,-0.0688
RPS20P23,-0.0688
GS1-304P7.2,-0.0688
FAM41AY2,-0.0688
RNU6-1132P,-0.0688
MIR1972-1,-0.0688
RNU6-538P,-0.0688
AC026357.1,-0.0688
RP11-494I9.2,-0.0688
MYLK-AS1,-0.0688
COX5BP6,-0.0688
AC024162.2,-0.0688
RN7SL834P,-0.0688
HIST1H2APS2,-0.0688
RP11-431K24.3,-0.0688
AC068196.1,-0.0688
DIEXF,-0.5765
RNU7-166P,-0.0688
AC099540.1,-0.0688
AL583842.1,-0.0688
RP11-197P3.5,-0.0688
AC016751.3,-0.0688
RN7SL393P,-0.0688
RP11-464D20.2,-0.0688
SLC25A15P4,-0.0688
RP1-230L10.1,-0.0688
RPL3P9,-0.0688
RPL7L1P3,-0.0688
AC091770.3,-0.0688
SNHG9,-0.0688
AC123886.2,-0.0688
RNU7-113P,-0.0688
AC093850.1,-0.0688
RNU7-106P,-0.0688
SNORD11,-0.0688
USP9YP34,-0.0688
CTA-125H2.2,-0.0688
AL591856.1,-0.0688
AC019118.2,-0.0688
TTTY4C,-0.0688
AC069155.1,-0.0688
GHc-602D8.2,-0.0688
RNU6-498P,-0.0688
LINC00709,-0.0688
EEF1A1P26,-0.0688
AC104395.2,-0.0688
AL162415.2,-0.0688
RPL9P32,-0.0688
RP4-765C7.2,-0.0688
AC018717.2,-0.0688
AC016735.1,-0.0688
AC008753.6,-0.0688
RP11-12D5.3,-0.0688
RNU6-104P,-0.0688
AL121652.2,-0.0688
IFNWP4,-0.0688
RPS14P3,-0.0688
RP11-68I18.2,-0.0688
RPS29P12,-0.0688
KRT8P13,-0.0688
RP11-520A21.1,-0.0688
RPL21P11,-0.0688
TRNAI6,-0.0688
AGKP1,-0.0688
RNU7-103P,-0.0688
RP11-550I24.2,-0.0688
RP11-715L17.1,-0.0688
SETP20,-0.0688
ZNF812,-0.0103
RNU7-157P,-0.0688
RP11-334N17.1,-0.0688
RP11-470F18.1,-0.0688
AC092620.3,-0.0688
RNU7-159P,-0.0688
GYG1P1,-0.0688
SNX18P5,-0.0688
BTF3P15,-0.0688
CT978678.1,-0.0688
AC010620.1,-0.0688
U6,-0.0688
RP11-25K21.1,-0.0688
RNU7-104P,-0.0688
MTND2P30,-0.0688
RP4-663N10.2,-0.0688
RP11-439A17.9,-0.0688
RNU7-197P,-0.0688
RP11-567E21.3,-0.0688
RNASEH2CP1,-0.0688
AC016722.3,-0.0688
RP11-492A12.2,-0.0688
KATNBL1P6,-0.0688
RP5-1011O1.3,-0.0688
CT867976.1,-0.0688
RP11-467I20.2,-0.0688
LINC00974,-0.0688
AC097711.1,-0.0688
PKD1P1,-0.0688
RP11-568K15.1,-0.0688
RPL26P31,-0.0688
RP11-35J1.1,-0.0688
SNORD125,-0.0688
RP11-137J7.2,-0.0688
HMGN2P26,-0.0688
AC007383.4,-0.0688
SNORD42A,-0.0688
JAK3,-0.1174
RN7SL430P,-0.0688
LINC00297,-0.0688
RP4-713B5.2,-0.0688
RP11-17A4.1,-0.0688
MIR1972-2,-0.0688
SNRPGP8,-0.0688
RN7SL98P,-0.0688
RNU7-163P,-0.0688
RSU1P1,-0.0688
RNU7-45P,-0.0688
AC138649.1,-0.0688
RNMTL1P2,-0.0688
RP11-201E8.1,-0.0688
RP11-510N19.2,-0.0688
VDAC1P7,-0.0688
AC117401.1,-0.0688
MOXD2P,-0.0688
DUXAP8,-0.0688
SPATA31A2,-0.6036
AL109844.1,-0.0688
SNORD4B,-0.0688
MTND2P28,-0.0688
AC108448.3,-0.0688
RP3-410B11.1,-0.0688
RP11-419M24.2,-0.0688
RPL26P3,-0.0688
PEX5L-AS2,-0.0688
RP11-344B5.2,-0.0688
PCDH9-AS4,-0.0688
ST13P18,-0.0688
NEGR1-IT1,-0.0688
RPL5P24,-0.0688
RN7SL168P,-0.0688
AC147651.3,-0.0688
ADAM1B,-0.0688
RN7SL541P,-0.0688
AC002368.4,-0.0688
GS1-259H13.7,-0.0688
ZBTB45P1,-0.0688
HNRNPDLP3,-0.0688
RP1-86D1.5,-0.0688
RNU7-26P,-0.0688
RP11-42O15.2,-0.0688
AC062029.1,-0.0688
RNU7-63P,-0.0688
RN7SL749P,-0.0688
RP11-335E6.2,-0.0688
RP4-735C1.6,-0.0688
RP11-632K20.7,-0.0688
CYCSP34,-0.0688
AL512640.1,-0.0688
CTB-1144G6.5,-0.0688
RNA5SP233,-0.0688
AP003064.1,-0.0688
DNM1P51,-0.0688
RP4-575N6.2,-0.0688
AC009502.1,-0.0688
PSMC1P13,-0.0688
RP11-503C24.1,-0.0688
SDHAP2,-0.0688
RP11-20J15.3,-0.0688
AZGP1P2,-0.0688
RP4-796I8.1,-0.0688
RN7SL724P,-0.0688
CHCHD4P3,-0.0688
RN7SL417P,-0.0688
RP3-418C23.2,-0.0688
AKR1D1P1,-0.0688
PNPLA4P1,-0.0688
AC079922.3,-0.0688
HMGN2P23,-0.0688
MIS18A-AS1,-0.0688
ECEL1P2,-0.0688
CR392039.1,-0.0688
AC190387.1,-0.0688
RP5-1100I6.2,-0.0688
RNU7-122P,-0.0688
AC004014.4,-0.0688
GS1-111G14.1,-0.0688
AC093627.9,-0.0688
RP13-1039J1.3,-0.0688
AC092155.1,-0.0688
AC093110.3,-0.0688
RN7SL831P,-0.0688
AC002075.3,-0.0688
ZNF767,-0.0688
RP11-179G5.1,-0.0688
RP11-245J9.4,-0.0688
RP5-905H7.5,-0.0688
HSFY5P,-0.0688
AC010907.2,-0.0688
RP3-335N17.2,-0.0688
AC092569.2,-0.0688
NANOGP8,-0.0688
RP11-430C7.4,-0.0688
RNU7-184P,-0.0688
USP9YP10,-0.0688
RPL31P53,-0.0688
RP5-998N21.3,-0.0688
RP11-410N8.1,-0.0688
RP11-95I19.2,-0.0688
RNU1-80P,-0.0688
PSMA6P2,-0.0688
RP11-358H9.1,-0.0688
AL360154.2,-0.0688
RPL7P48,-0.0688
ZNF542,-0.0688
OR7L1P,-0.0688
CTD-3105H18.5,-0.0688
RP4-564O4.1,-0.0688
AL121761.1,-0.0688
AC018730.4,-0.0688
RNU7-169P,-0.0688
RP11-567B20.2,-0.0688
RP11-641C17.3,-0.0688
RN7SL95P,-0.0688
RNA5SP269,-0.0688
RP11-727A23.1,-0.0688
TNK2-AS1,-0.0688
RNA5SP351,-0.0688
TRBV5-4,-0.2237
AL161669.1,-0.0688
CHCHD2P9,-0.0688
AC009517.2,-0.0688
XX-C283C717.1,-0.0688
RP11-229P13.20,-0.0688
RP11-490K7.4,-0.0688
RNU7-185P,-0.0688
RP13-221M14.4,-0.0688
PRSS3P4,-0.0688
RNU7-1,-0.0688
RNU6-749P,-0.0688
LINC00959,-0.0688
TTTY19,-0.0688
HNRNPA1P47,-0.0688
AC007557.1,-0.6402
OR6K1P,-0.0688
RN7SL337P,-0.0688
TUBBP2,-0.0688
PGAM4,-0.4850
RP11-402P6.4,-0.0688
RP11-522L3.9,-0.0688
GS1-600G8.4,-0.0688
AC068587.1,-0.0688
FAM201B,-0.0688
AL133244.1,-0.0688
GAS6-AS1,-0.0688
AC007182.6,-0.0688
RN7SL658P,-0.0688
AP001439.2,-0.0688
VWFP1,-0.0688
RP11-298P3.4,-0.0688
RP11-275H4.1,-0.0688
CR392039.2,-0.0688
AC009963.3,-0.0688
CTD-2666L21.3,-0.0688
RPL21P104,-0.0688
RP11-165F24.2,-0.0688
MTND5P22,-0.0688
FAM224B,-0.0688
RP11-383G6.3,-0.0688
TAAR4P,-0.0688
AC079354.6,-0.0688
LINC00945,-0.0688
RN7SL854P,-0.0688
SNORD112,-0.0688
AC011247.3,-0.0688
MTND1P11,-0.0688
RP11-508N22.10,-0.0688
RP11-322I2.1,-0.0688
CYCSP8,-0.0688
RP4-576H24.2,-0.0688
HNRNPDLP2,-0.0688
WWTR1-IT1,-0.0688
SNRPGP9,-0.0688
RD3L,-0.7778
FCF1P6,-0.0688
RP11-733D4.1,-0.0688
FTLP18,-0.0688
BMS1P9,-0.0688
RP11-402P6.7,-0.0688
AC147651.5,-0.0688
AC008746.3,-0.0688
RP11-288I21.1,-0.0688
AC026150.5,-0.0688
AC093166.1,-0.0688
AF213884.3,-0.0688
RP11-864G5.1,-0.0688
CT47A2,-0.7219
RNU7-66P,-0.0688
AP000345.2,-0.0688
RP6-159A1.2,-0.0688
CYCSP53,-0.0688
CU463998.1,-0.0688
AL356585.4,-0.0688
AC040160.1,0.3644
SNORD127,-0.0688
AC011998.1,-0.0688
RP11-168O22.1,-0.0688
CEACAMP11,-0.0688
RP11-420L9.4,-0.0688
RN7SL26P,-0.0688
RP11-799O21.2,-0.0688
RP11-367J7.3,-0.0688
AL355794.1,-0.0688
RPS24P6,-0.0688
AC083875.1,-0.0688
RP1-5O6.4,-0.0688
RP11-592B15.6,-0.0688
AC074129.1,-0.0688
APOOP2,-0.0688
AL354741.1,-0.0688
RP11-323I1.1,-0.0688
CCDC159,-0.7214
RNU7-97P,-0.0688
AC073387.2,-0.0688
RNU7-48P,-0.0688
SNORD13,-0.0688
RP11-723D22.3,-0.0688
HSPE1P22,-0.0688
AC114491.1,-0.0688
RNU7-140P,-0.0688
RP4-706G24.1,-0.0688
FDPSP2,-0.0688
KRT18P66,-0.0688
AL596137.1,-0.0688
CU442762.2,-0.0688
RP11-343D24.2,-0.0688
RP11-143A22.1,-0.0688
AC069213.1,-0.0688
CTD-2033D24.2,-0.0688
RP11-216N14.8,-0.0688
LINC00505,-0.0688
ARPC3P2,-0.0688
RP11-667F9.2,-0.0688
RNU7-144P,-0.0688
AC105053.4,-0.0688
RBM26-AS1,-0.0688
RNU6-671P,-0.0688
AC002463.3,-0.0688
RPL21P39,-0.0688
RP11-79M19.2,-0.0688
KRTAP21-4P,-0.0688
MIR18B,-0.0688
AC000367.1,-0.0688
PLA2G4B,-1.0552
RP11-124N14.3,-0.0688
AC093668.1,-0.0688
RN7SL150P,-0.0688
RP11-414B7.1,-0.0688
NDUFB4P1,-0.0688
LINC01069,-0.0688
RP11-33B1.2,-0.0688
RP11-40H20.5,-0.0688
RP3-348I23.3,-0.0688
NDUFB11P1,-0.0688
RNU6-1037P,-0.0688
RP11-79M21.3,-0.0688
AC104308.2,-0.0688
Z83844.1,-0.0688
AC007056.1,-0.0688
AC007879.4,-0.0688
AC013267.1,-0.0688
MTHFD2P1,-0.0688
DISC1-IT1,-0.0688
RP11-307C12.11,-0.0688
GPR50-AS1,-0.0688
AC123023.1,-0.0688
AC116614.1,-0.0688
SNORA13,-0.0688
SCARNA7,-0.0688
TMX1,0.0095
RP1-120G22.11,-0.0688
PRSS46,0.0598
LINC00883,-0.0688
AF003529.2,-0.0688
PPP1R26P2,-0.0688
RNU1-131P,-0.0688
AC018463.4,-0.0688
AC079250.1,-0.0688
PPP1R26-AS1,-0.0688
AL031590.1,0.7692
GULOP,-0.0688
AC139887.4,-0.0688
RP11-310H4.1,-0.0688
MEF2AP1,-0.0688
RP5-1118D24.2,-0.0688
RN7SL484P,-0.0688
RPS3AP53,-0.0688
TMED7,-0.0688
RP13-452N2.1,-0.0688
RP6-1O2.1,-0.0688
XXbac-BCX105D18.9,-0.0777
DSCR9,-0.0688
RP11-383B24.3,-0.0688
PGGT1BP1,-0.0688
RP11-967K21.2,-0.0688
RPL26P9,-0.0688
OR5B1P,-0.0688
RP11-181K3.4,-0.0688
AC099552.3,-0.0688
RP3-398G3.5,-0.0688
RP11-122K13.7,-0.0688
AC079305.8,-0.0688
USP9YP23,-0.0688
RP3-419C19.3,-0.0688
RPL9P28,-0.0688
RP11-761N21.2,-0.0688
NALCN-AS1,-0.0688
RNU7-7P,-0.0688
RP11-70J12.1,-0.0688
RP11-30P6.6,-0.0688
AC002310.12,-0.0688
CFTRP1,-0.0688
RP11-132E11.3,-0.0688
AC004878.7,-0.0688
SNORD4A,-0.0688
ZIK1P1,-0.0688
OR5S1P,-0.0688
RP11-456H18.1,-0.0688
RN7SL837P,-0.0688
RN7SL567P,-0.0688
RP11-568A7.3,-0.0688
CTD-2290C23.1,-0.0688
AL592183.3,-0.0688
PCGEM1,-0.0688
RPS6P2,-0.0688
HSPA8P16,-0.0688
AC016724.6,-0.0688
MTATP6P7,-0.0688
CTSLP4,-0.0688
FGF12-AS3,-0.0688
AC111186.1,-0.0688
RP5-1096J16.1,-0.0688
RP11-38P22.2,-0.0688
RP13-152O15.5,-0.0688
RP1-249I4.2,-0.0688
PSPC1P2,-0.0688
AC005304.1,-0.0688
AC020626.1,-0.0688
LINC01150,-0.0688
RP11-80H5.7,-0.0688
RP1-101G11.2,-0.0688
CDKN2AIPNLP1,-0.0688
AC009474.1,-0.0688
AC073465.1,-0.0688
AC098649.1,-0.0688
RP11-263K19.6,-0.0688
RP1-232N11.2,-0.0688
AC096554.1,-0.0688
LINC01038,-0.0688
RP11-379C10.4,-0.0688
AC124944.4,-0.0688
AC073218.3,-0.0688
OR7E62P,-0.0688
RP11-151A6.4,-0.0688
CR383657.1,-0.0688
AC013402.5,-0.0688
RP5-1069C8.2,-0.0688
RP11-281B1.2,-0.0688
SOCS5P4,-0.0688
ABCA9-AS1,-0.0688
RP11-155G15.3,-0.0688
RNU7-130P,-0.0688
RNU7-138P,-0.0688
LINC00489,-0.0688
AP001891.1,-0.0688
SETP4,-0.0688
RP11-483H20.4,-0.0688
RP11-706D8.3,-0.0688
RP13-140E4.1,-0.0688
CT476828.14,-0.0688
AC092171.2,-0.0688
RP11-537I16.2,-0.0688
RP11-459A10.3,-0.0688
OR7E29P,-0.0688
EIF4A2P2,-0.0688
GS1-18A18.1,-0.0688
MTND2P6,-0.0688
RP11-66A2.2,-0.0688
AL445989.1,-0.2744
AC138035.2,-0.0688
AC073869.8,-0.0688
RPS20P35,-0.0688
AC093899.3,-0.0688
RP11-147I3.1,-0.0688
NDUFAF4P3,-0.0688
RP11-136C24.2,-0.0688
RPS4XP2,-0.0688
RP11-141A19.1,-0.0688
SNORD121B,-0.0688
AC064865.1,-0.0688
BMS1P7,-0.0688
RP11-211N8.5,-0.0688
SNORA59B,-0.0688
EIF4HP1,-0.0688
RP1-117P20.3,-0.0688
CYP4F59P,-0.0688
WBP1LP1,-0.0688
AC008869.1,-0.0688
XXYLT1-AS1,-0.0688
RNU1-88P,-0.0688
C1DP4,-0.0688
MINOS1P3,-0.0688
LINC00601,-0.0688
ITPKB-AS1,-0.0688
RP11-431K24.2,-0.0688
RNU7-54P,-0.0688
RPL19P13,-0.0688
RPS6KA2-AS1,-0.0688
INE1,-0.0688
PRKRIRP3,-0.0688
RP11-543D5.1,-0.0688
MTND5P16,-0.0688
ZNF114P1,-0.0688
RP11-415D17.4,-0.0688
RP1-283K11.2,-0.0688
OFD1P4Y,-0.0688
RNU6ATAC28P,-0.0688
RNU7-9P,-0.0688
AC025627.9,-0.0688
HMGN1P18,-0.0688
RP11-396K3.1,-0.0688
RP1-45C12.1,-0.0688
UGT1A2P,-0.0688
AL591856.2,-0.0688
AC078785.1,-0.0688
RP11-216N14.1,-0.0688
DOCK4-AS1,-0.0688
XIAP-AS1,-0.0688
RP11-165H4.2,-0.0688
LINC00456,-0.0688
RP11-344N17.6,-0.0688
RP13-297E16.5,-0.0688
RP11-234N17.1,-0.0688
NANOGP10,-0.0688
AC009892.10,0.3015
RP11-122M14.3,-0.0688
OR2T7,0.6510
AP005638.1,-0.0688
RP11-272G22.2,-0.0688
TCAM1P,-0.0688
CASC4P1,-0.0688
RNU7-92P,-0.0688
ANKRD20A9P,-0.0688
RN7SL517P,-0.0688
RP11-452D2.2,-0.0688
MTCYBP1,-0.0688
RN7SL50P,-0.0688
RP11-350J20.5,-0.0688
AC027612.2,-0.0688
RP11-526K17.2,-0.0688
RP13-225O21.2,-0.0688
RP11-170M17.2,-0.0688
RP11-193P11.3,-0.0688
RNY4P25,-0.0688
IGHJ4,0.0467
NDFIP2-AS1,-0.0688
HMGN1P8,-0.0688
PTGES3P5,-0.0688
YWHAEP1,-0.0688
KRT16P5,-0.0688
SEPHS1P7,-0.0688
TCEB1P12,-0.0688
RP11-57G10.1,-0.0688
RP11-565H13.3,-0.0688
RP11-416N4.1,-0.0688
AC020743.2,-0.0688
AL592170.2,-0.0688
MTND2P24,-0.0688
CTA-276O3.4,-0.0688
DDX50P2,-0.0688
TUBB4BP2,-0.0688
RP11-418J17.3,-0.0688
RP11-154D3.1,-0.0688
RNU7-182P,-0.0688
RNU6-599P,-0.0688
RPS5P7,-0.0688
AC016903.2,-0.0688
RP13-228J13.5,-0.0688
IGKV1OR2-108,-0.1935
AKR7A2P1,-0.0688
CTC-398G3.2,-0.0688
RP11-364P22.1,-0.0688
AF127936.3,-0.0688
RP11-385D13.1,-0.4740
AC009411.2,-0.0688
AC091633.2,-0.0688
RP11-45I20.1,-0.0688
RP11-758I14.2,-0.0688
RP11-460N11.2,-0.0688
LINC01140,-0.0688
RP11-434J24.2,-0.0688
RP4-669L17.1,-0.0688
AC093822.1,-0.0688
GALNTL6,-0.5181
XX-FW80269A6.1,-0.0688
AC005703.2,-0.0688
RP11-324F21.1,-0.0688
AC017002.1,-0.0688
AC087163.2,-0.0688
AC009495.3,-0.0688
RNU7-176P,-0.0688
RP1-90J20.10,-0.0688
RNU7-194P,-0.0688
RP11-250H24.4,-0.0688
RN7SL614P,-0.0688
ZNF845,-0.8522
RP11-71G12.1,-0.0688
RP11-375N9.2,-0.0688
AC097361.1,-0.0688
RP11-85L21.5,-0.0688
RNU6-953P,-0.0688
U82671.8,-0.0688
AL137855.1,-0.0688
SLC9B1P3,-0.0688
AC006042.8,-0.0688
AC091487.1,-0.0688
AC017101.10,-0.0688
SDC4P,-0.0688
RCBTB2P1,-0.0688
ANP32BP2,-0.0688
HNRNPA1P42,-0.0688
SCARNA2,-0.0688
AC134873.1,-0.0688
IPO8P1,-0.0688
RN7SL261P,-0.0688
XXyac-YR29IB3.1,-0.0688
AC108051.3,-0.0688
RBMX2P1,-0.0688
MIR4461,-0.0688
ATP5G1P3,-0.0688
RP11-317B3.2,-0.0688
TATDN2P3,-0.0688
RP1-10C16.1,-0.0688
IGKV1-6,-0.0932
RNU6-625P,-0.0688
SC22CB-1D7.1,-0.0688
RP11-309L24.4,-0.0688
AC007163.9,-0.0688
RP11-337A23.3,-0.0688
MRPS21P1,-0.0688
SRP68P2,-0.0688
RNA5SP310,-0.0688
MTND4P21,-0.0688
ZBTB20-AS1,-0.0688
RNU1-123P,-0.0688
IGHJ2P,-0.0688
RP11-403E24.1,-0.0688
GAPDHP50,-0.0688
RP11-494K3.2,-0.0688
RP11-74C1.2,-0.0688
SOCS2P2,-0.0688
RP4-769N13.6,-0.0688
AC078917.1,-0.0688
RBMY2UP,-0.0688
AC007679.1,-0.0688
ZNF32-AS3,-0.0688
RP11-190P13.2,-0.0688
ANTXRLP1,-0.0688
AC020601.1,-0.0688
KRTAP7-1,-0.0688
MEMO1P3,-0.0688
RPS4XP12,-0.0688
AP001652.1,-0.3106
RP4-545C24.1,-0.0688
RNA5SP246,-0.0688
RP11-271F18.1,-0.0688
AC108676.1,-0.0688
ARHGEF19-AS1,-0.0688
GPAA1P1,-0.0688
RNU7-114P,-0.0688
RP11-3G20.2,-0.0688
AC012507.4,-0.0688
RP11-159H20.1,-0.0688
RNMTL1P1,-0.0688
LINC00537,-0.0688
SNORD109A,-0.0688
AC074212.3,-0.8077
SNORD42B,-0.0688
ZIC4-AS1,-0.0688
RP11-753E22.2,-0.0688
RP11-820K3.2,-0.0688
AC138749.1,-0.0688
RP11-20E23.1,-0.0688
AF015262.2,-0.0688
RP11-329B9.1,-0.0688
RNU7-125P,-0.0688
RN7SL33P,-0.0688
RP11-331F4.4,-0.0688
RP11-56H7.2,-0.0688
RP11-398C13.2,-0.0688
CICP6,-0.0688
CNN2P1,-0.0688
KMT2E-AS1,-0.0688
RP13-77O11.12,-0.0688
CR381670.1,-0.0688
RNU6-775P,-0.0688
ABHD17AP1,-0.0688
RP11-525G13.2,-0.0688
BZW1P1,-0.0688
ATP6V0E2-AS1,-0.0688
CT47A8,-0.7219
RP1-224A6.3,-0.0688
AC011995.1,-0.0688
TPT1P7,-0.0688
RP11-363H12.1,-0.0688
RP11-256G5.1,-0.0688
EMBP1,-0.0688
OR7E24,0.6345
AC068643.1,-0.0688
AC010894.5,-0.0688
DEFA8P,-0.0688
AC007316.3,-0.0688
AC010141.4,-0.0688
WI2-2994D6.1,-0.0688
RP4-798A10.2,-0.0688
RPS15AP1,-0.0688
LINC01168,-0.0688
RP1-257I9.2,-0.0688
PEBP1P3,-0.0688
CTB-161K23.1,-0.0688
KRT18P28,-0.0688
PHBP13,-0.0688
ANKRD20A10P,-0.0688
RP11-204M4.2,-0.0688
RN7SL173P,-0.0688
AC010209.1,-0.0688
ZFRP1,-0.0688
AC004016.1,-0.0688
HMGN2P7,-0.0688
ZNF492,-0.9130
RPS15AP32,-0.0688
RP11-470L19.2,-0.0688
RP1-274L7.1,-0.0688
NPM1P13,-0.0688
RASA4DP,-0.0688
AC107057.2,-0.0688
AC008155.2,-0.0688
CTD-3199J23.6,-0.0688
AC011363.1,-0.0688
RP5-1024G6.5,-0.0688
RP11-128B16.3,-0.0688
AC010976.2,-0.0688
RNU7-147P,-0.0688
RP11-713C19.1,-0.0688
RP11-136K14.2,-0.0688
ALDH7A1P2,-0.0688
TMEM229A,-0.0274
EEF1GP1,-0.0688
RP11-944L7.4,-0.0688
RP11-301G21.1,-0.0688
PTPRG-AS1,-0.0688
RP11-1217F2.3,-0.0688
IQCJ-SCHIP1-AS1,-0.0688
RP11-436H11.1,-0.0688
RP11-452B18.2,-0.0688
RN7SL75P,-0.0688
RP11-342C24.8,-0.0688
STARD13-IT1,-0.0688
SNORD97,-0.0688
RP11-3B12.5,-0.0688
OR4F3,0.7554
AC009234.1,-0.0688
MTND6P9,-0.0688
HNRNPCP7,-0.0688
CTBP2P5,-0.0688
SNORA47,-0.0688
AC008937.3,-0.0688
GTSE1,-0.0688
LAP3P2,-0.0688
RP11-467H10.2,-0.0688
AC009245.3,-0.0688
RPS23P2,-0.0688
RP11-84A19.2,-0.0688
RPL37P3,-0.0688
CICP8,-0.0688
RP11-63N8.3,-0.0688
AC063976.3,-0.0688
RP11-70F11.2,-0.0688
RP13-16H11.5,-0.0688
MIR1270-1,-0.0688
RN7SL515P,-0.0688
RPS12P20,-0.0688
FABP3P2,-0.0688
RP11-428L9.2,-0.0688
RP3-448I9.2,-0.0688
RP11-48L13.1,-0.0688
AL359253.1,-0.0688
TTTY23,-0.0688
CT009496.1,-0.5729
CUBNP3,-0.0688
RPL18AP17,-0.0688
RNU7-134P,-0.0688
AC068489.1,-0.0688
RNU6-1218P,-0.0688
RP4-792G4.3,-0.0688
RP11-77K12.7,-0.5071
RP11-90C4.3,-0.0688
RP11-278L15.3,-0.0688
RN7SKP210,-0.0688
RPL21P41,-0.0688
AC092610.12,-0.0688
RP11-344N17.3,-0.0688
VPS25P1,-0.0688
RNU7-88P,-0.0688
RNU7-155P,-0.0688
RP11-621K7.1,-0.0688
RP11-475N22.4,-0.0688
TSSC1-IT1,-0.0688
RNU6-333P,-0.0688
VN1R6P,-0.0688
IGKV2D-28,-0.2775
RNU6-634P,-0.0688
RNU7-93P,-0.0688
RP11-339D23.1,-0.0688
RP13-57D9.3,-0.0688
CENPBD1P1,-0.0688
OFD1P3Y,-0.0688
RNU7-73P,-0.0688
AC005538.5,-0.0688
LL22NC03-84E4.8,-0.0688
TNR-IT1,-0.0688
ETV3L,-0.3017
AC091565.1,-0.0688
TAF9P2,-0.0688
RNU7-133P,-0.0688
RPS15AP11,-0.0688
RP11-125M16.1,-0.0688
RP11-217E22.5,-0.0688
RN7SL674P,-0.0688
RPL7P45,-0.0688
RNU6-1208P,-0.0688
XX-FW81066F1.2,-0.0688
RP11-318C24.1,-0.0688
ASH1L-IT1,-0.0688
RNU7-126P,-0.0688
CLSTN2,-0.0688
RP5-1120P11.3,-0.0688
MTND1P9,-0.0688
RP11-444C12.1,-0.0688
RP11-314N2.2,-0.0688
LA16c-306E5.1,-0.0688
RP11-58A11.2,-0.0688
Z95114.6,-0.0688
RNU6-437P,-0.0688
KRT18P15,-0.0688
SNRPFP3,-0.0688
AL592188.1,-0.0688
RNU7-190P,-0.0688
RP11-367N14.2,-0.0688
RP1-1J6.2,-0.0688
RP11-84D1.1,-0.0688
RP11-531F16.3,-0.0688
RNU7-94P,-0.0688
AC068057.1,-0.0688
GUSBP9,-0.0688
RP11-846F4.6,-0.0688
RNU7-127P,-0.0688
RNF112,-0.5488
FABP5P15,-0.0688
AC000111.6,-0.0688
TCEB1P24,-0.0688
RP4-673D20.4,-0.0688
RNU7-34P,-0.0688
AP001178.1,-0.0688
AC006026.13,-0.0688
RP11-1057B8.1,-0.0688
CT64,-0.0688
RN7SL425P,-0.0688
ATP5A1P7,-0.0688
RP11-415J8.3,-0.0688
RP4-610C12.3,-0.0688
AC009009.1,-0.0688
RNA5SP484,-0.0688
RP11-495P10.10,-0.0688
RP11-307L3.2,-0.0688
RP11-34E5.4,-0.0688
RP11-548K12.5,-0.0688
RNU7-189P,-0.0688
PAICSP6,-0.0688
RNU6-221P,-0.0688
MED14-AS1,-0.0688
AL353763.1,-0.0688
RNU7-120P,-0.0688
AC007009.1,-0.0688
RP11-435M3.2,-0.0688
ASPG,0.0376
RP11-446H18.1,-0.0688
SNORD10,-0.0688
RP5-1051D14.1,-0.0688
AC009518.8,-0.0688
RP11-314M24.1,-0.0688
AC104667.3,-0.0688
RP11-231K24.2,-0.0688
LINC00667,-0.0688
RP1-45I4.3,-0.0688
RP11-438P9.1,-0.0688
AC012593.1,-0.0688
RP11-548B3.3,-0.0688
RP1-180M12.1,-0.0688
RP11-436J20.1,-0.0688
RP11-362A9.3,-0.0688
AC073094.4,-0.0688
TPRKBP1,-0.0688
RP11-1000B6.2,-0.0688
RP1-249H1.2,-0.0688
RP5-1091N2.3,-0.0688
SIK3-IT1,-0.0688
RN7SL251P,-0.0688
AC010884.1,-0.0688
RNU7-119P,-0.0688
RP11-302K17.4,-0.0688
AC069082.1,-0.0688
