Gene,n
CPA5,123.0
CMTM8,116.0
EIF3D,106.0
CTTNBP2,136.0
IL33,229.0
RABGAP1L,582.0
SUN1,683.0
ZNF808,173.0
BRCA1,64.0
RNF213,1551.0
TAZ,196.0
DDR1,286.0
PIK3R2,125.0
LSS,653.0
PVRL3,130.0
CHCHD5,49.0
SEPT6,268.0
GADL1,419.0
USP9X,47.0
FTO,128.0
CUTA,43.0
COL20A1,250.0
NBPF3,564.0
TNNT3,208.0
SLC22A1,484.0
SLAMF7,150.0
NCAPH,216.0
TUBGCP5,1025.0
ZNF589,90.0
SMS,311.0
FGFR2,823.0
ZNF462,2567.0
FOXK1,110.0
DPH2,263.0
SH3BGR,98.0
TRMT1L,213.0
JAM2,262.0
FGF13,207.0
WDR96,515.0
AGBL3,93.0
EFCAB8,100.0
MSH6,116.0
ARV1,123.0
NT5DC1,142.0
ARPC1B,128.0
PFKFB3,456.0
LCNL1,42.0
PTPRU,1441.0
CATSPER4,473.0
DOCK7,1304.0
KLF7,113.0
NEU1,73.0
SUN3,282.0
MFSD2B,45.0
SERPING1,122.0
PXK,483.0
JAK3,1125.0
STX4,175.0
SMPD4,313.0
SHF,240.0
CREM,195.0
TMEM67,996.0
CDK16,503.0
ZNF391,133.0
DYDC1,80.0
SMO,152.0
CKMT1B,241.0
PNPLA8,639.0
COL7A1,2913.0
GPN1,280.0
BANP,56.0
VPS8,163.0
LYSMD2,125.0
PPIL2,160.0
PDZRN3,724.0
ANKMY2,70.0
RFX5,165.0
FOLR2,215.0
SYNJ1,178.0
ARHGAP19-SLIT1,518.0
SEC31B,349.0
PRPSAP2,162.0
EIF2A,586.0
ACACA,84.0
TREML4,72.0
LMBR1,53.0
SLMO2,69.0
COL16A1,235.0
VGLL1,61.0
KALRN,490.0
POLR1B,308.0
ZKSCAN5,223.0
FBXO22,277.0
SPATA31A2,1348.0
POLD2,155.0
ZNF619,533.0
ALDH16A1,752.0
ECHDC1,100.0
THOC2,85.0
SLCO1A2,539.0
CBX3,62.0
MTHFD1L,93.0
CNEP1R1,143.0
KIAA1324,901.0
CHGB,289.0
POU6F2,63.0
C6orf15,326.0
LARGE,556.0
DNAH12,784.0
HAP1,112.0
PCCB,517.0
TCEA2,270.0
ZMYND8,1055.0
CDC42EP3,35.0
DAZL,204.0
KRT40,237.0
GPR89A,125.0
LRRTM4,24.0
ADAMTS9,489.0
PCSK5,102.0
CCDC88A,737.0
CAMTA1,74.0
CPSF3,648.0
HHATL,261.0
ERN2,875.0
CREB1,141.0
SORBS2,59.0
SEPT4,494.0
CDC45,112.0
PPP2R1A,411.0
TANK,129.0
PDE3B,1062.0
TYW3,227.0
MYO16,858.0
SHQ1,550.0
H2AFY2,243.0
CXCR2,136.0
DDX39B,97.0
KIAA1407,39.0
CCDC176,124.0
ELN,715.0
SPARCL1,56.0
ECD,602.0
RASA1,871.0
NUP54,328.0
TBC1D15,125.0
ZMIZ2,90.0
CLEC2A,175.0
AGBL3,976.0
RNF123,722.0
IL17RE,173.0
CEP70,259.0
LMCD1,59.0
FAM171A1,198.0
MLH1,516.0
FRMD4B,113.0
MBNL1,155.0
TP63,583.0
PCP4,32.0
TTC12,167.0
BRCA1,242.0
FGR,313.0
CABLES2,258.0
GLMN,245.0
S100A6,85.0
ZNF683,154.0
COL21A1,126.0
CTNNB1,775.0
HLA-DMA,290.0
SLC30A8,370.0
AGAP3,405.0
MAGEA2B,37.0
LIPH,86.0
POLR2H,149.0
MALRD1,351.0
MTFR1,301.0
THOC5,193.0
STRADB,194.0
TLE4,260.0
FAM107B,128.0
UXS1,190.0
TPST2,120.0
PQBP1,150.0
GIGYF2,60.0
NCKIPSD,204.0
RBBP4,391.0
TTLL4,974.0
ZNF862,93.0
TMEM150C,67.0
SRPK2,160.0
TP53,347.0
MON1A,491.0
RFTN1,118.0
C9orf156,173.0
PCNP,58.0
FHL1,205.0
RAD54B,122.0
WDR78,582.0
EHD1,162.0
GCOM1,439.0
CDC42EP3,216.0
ZFP64,121.0
GATAD2A,166.0
CADPS2,491.0
DNAH9,4411.0
OSBP2,299.0
MSH5,107.0
TRBV5-4,114.0
TRO,71.0
CLCN1,103.0
SYS1-DBNDD2,98.0
RAB11FIP3,182.0
PRRG1,83.0
C1orf228,60.0
IST1,290.0
EGFR,1158.0
HLA-DQB1,144.0
AIFM1,275.0
EHD1,148.0
RYK,588.0
CCDC80,261.0
ARPC2,166.0
RIF1,747.0
USP40,116.0
FANCD2OS,98.0
PPP2R4,250.0
BCAP31,314.0
TACC2,2876.0
GIMAP4,344.0
EXD1,573.0
TRAPPC2,148.0
TMEM79,132.0
SLC16A4,58.0
RPGR,130.0
RPL22L1,122.0
TMEM39B,222.0
CKMT1B,203.0
BBX,71.0
FKBP10,387.0
TBL1X,80.0
ARMC1,181.0
SYNPR,277.0
AC007557.1,98.0
PAXIP1,148.0
C8orf46,78.0
SLC2A2,103.0
CYTIP,62.0
LZTS2,221.0
PTPRE,154.0
CNOT10,44.0
PGAP2,36.0
XXYLT1,115.0
CCNL1,429.0
DHX57,666.0
MAATS1,239.0
PGAM4,255.0
NIN,2047.0
TLE4,102.0
INTS6,290.0
SUN2,205.0
ZBP1,119.0
RADIL,134.0
GTF2IRD1,977.0
DNAJC25,142.0
USP2,363.0
WBSCR16,153.0
PSMA2,37.0
TAPBP,449.0
MROH2A,9.0
ADAP1,192.0
FAP,48.0
LST1,36.0
PRMT2,302.0
GTPBP2,227.0
STX16,122.0
KLC4,543.0
UPRT,177.0
NFKBIL1,126.0
SKIV2L,231.0
ILKAP,212.0
ZNF382,25.0
GCA,132.0
FHL2,55.0
KLC2,189.0
WDR35,407.0
C12orf29,39.0
MTX2,229.0
RD3L,199.0
LILRA1,290.0
TRAF4,113.0
CBX3,108.0
SLC6A6,109.0
ALDH1L1,161.0
CDH26,80.0
SLC4A8,1094.0
ZNF568,79.0
TCF4,512.0
NEXN,663.0
KIF9,159.0
PAEP,34.0
BCAN,213.0
CHAMP1,146.0
BDH1,129.0
TMEM243,5.0
GAL3ST1,100.0
DAP3,107.0
TASP1,305.0
CT47A2,289.0
MYO7A,1358.0
SPAG4,215.0
RPL31,115.0
PFN2,111.0
EIF3D,269.0
NCL,151.0
C9orf147,153.0
NR1H3,77.0
AC040160.1,181.0
TUBA4A,198.0
ARHGAP17,211.0
ELMOD3,126.0
ACOT8,75.0
APEH,284.0
CCDC74A,136.0
SAMD12,149.0
METTL13,699.0
ATAD2B,64.0
FBXO9,48.0
ZSCAN31,217.0
RAB6B,83.0
DOCK8,2100.0
CCDC129,163.0
FYN,70.0
SP140L,130.0
PSEN2,145.0
PIGU,424.0
DGKZ,929.0
CCDC159,298.0
TMEM241,51.0
CYTH4,117.0
HSPA1A,551.0
NFS1,148.0
TMOD4,44.0
TIMMDC1,66.0
CTDSP1,255.0
GLYCTK,284.0
ARHGEF2,1032.0
HLA-A,300.0
PHF19,173.0
GPR89A,431.0
SPATS2L,188.0
PPP2R4,121.0
GAD1,115.0
CNPPD1,308.0
GTF3C2,143.0
THBS3,837.0
GPR137B,231.0
ANAPC7,600.0
GLRA1,458.0
NMD3,156.0
JAZF1,81.0
BANP,119.0
DDR2,167.0
MAGIX,201.0
TNRC6B,1834.0
WDHD1,168.0
MDM2,498.0
RERE,213.0
TMX4,80.0
PPM1L,182.0
PDCD10,79.0
NCOR2,1451.0
CR2,1007.0
TMEM182,80.0
ROBO2,1379.0
PLA2G4B,782.0
SHROOM4,1378.0
ABHD5,350.0
C19orf57,669.0
SPOCD1,640.0
NAALADL2,796.0
TJAP1,240.0
FN1,1104.0
GPR116,1205.0
SMPD4,616.0
CAD,280.0
ITPR1,2696.0
ABCA2,2025.0
RBKS,37.0
PCCB,163.0
CKMT1A,70.0
IQCG,311.0
SRI,73.0
OBSL1,446.0
CUL3,44.0
AGBL5,157.0
VGLL4,190.0
MECOM,1004.0
COX7A2,68.0
SMG7,1050.0
SPAG11A,51.0
ZNF575,345.0
TMEM220,151.0
GOLGA2,237.0
KCTD17,181.0
CCL5,151.0
PTPN23,170.0
C10orf90,40.0
ATRIP,132.0
ZNF18,549.0
SLC4A2,151.0
ZNF487,113.0
SUGP2,862.0
PFN2,141.0
BTNL2,483.0
NT5C3A,55.0
CCDC43,155.0
ZNF780A,643.0
SRM,94.0
INPP5D,942.0
TMEM67,180.0
TMX1,281.0
TFG,157.0
MYH7B,150.0
COX19,123.0
WDR81,172.0
LRWD1,28.0
CCDC28B,130.0
MECOM,103.0
PRSS46,175.0
TOR2A,73.0
SP110,160.0
GPC1,281.0
GGT1,30.0
COBLL1,258.0
SLMAP,101.0
SH3BP4,57.0
YY1AP1,194.0
SPATS2L,193.0
DNAJB6,98.0
ANXA8,266.0
HLA-B,225.0
IFT27,146.0
PHKB,1087.0
FAM134A,167.0
MARC1,100.0
AL031590.1,13.0
NPIPB3,983.0
FAIM3,126.0
CAPRIN2,279.0
SEC16A,1060.0
APOPT1,121.0
PMPCB,120.0
RASA2,851.0
PMPCB,203.0
TMED7,225.0
STAG2,59.0
KBTBD2,48.0
SACS,733.0
CLTCL1,44.0
GALNT14,71.0
RNF123,76.0
METTL6,159.0
PAX6,124.0
NELFCD,594.0
EPS15L1,911.0
PRKAR1B,116.0
TSEN2,407.0
PHF1,458.0
KAT7,473.0
USP40,99.0
AMN1,98.0
ESRRG,56.0
STAU1,129.0
NAGK,60.0
FRMD4B,142.0
ZNF621,152.0
AKR1C2,140.0
SNX7,108.0
DARS,176.0
YIPF6,237.0
GARS,80.0
SCN11A,1754.0
CELSR1,773.0
TRIM17,344.0
OTOGL,2345.0
CARKD,217.0
TTC27,42.0
ADAT3,69.0
UBE2F,102.0
GLB1L3,187.0
ITM2C,180.0
BBX,205.0
OSBPL9,559.0
PRSS21,313.0
PPIL3,80.0
SUV420H1,100.0
TVP23A,189.0
LMBR1L,154.0
NCOR2,225.0
ITGB1BP1,84.0
MIS18BP1,497.0
PPM1M,460.0
FOXJ3,126.0
GCSAM,164.0
LYRM9,87.0
CDK16,85.0
SLC22A16,200.0
DLG1,179.0
VOPP1,22.0
GAB3,150.0
PUF60,517.0
C2orf54,108.0
PTPN6,625.0
CXorf57,568.0
PPIH,97.0
BCORL1,1386.0
NECAP2,195.0
WDR6,69.0
EXOG,188.0
VWDE,1303.0
ARHGAP22,262.0
NELFA,126.0
HS1BP3,133.0
SLC25A26,87.0
RHOA,91.0
CMSS1,26.0
SLC19A3,132.0
AEBP1,251.0
ZC3H18,978.0
DNTTIP1,281.0
TMEM67,148.0
KLC1,619.0
PTK7,26.0
NR5A1,178.0
CCM2L,325.0
OTUD5,445.0
TRRAP,3589.0
SGSM3,253.0
PEAR1,173.0
PLXNB3,163.0
URGCP,932.0
NDUFAF7,138.0
VSNL1,118.0
PTGES3,125.0
AL445989.1,130.0
MRPL55,76.0
SMTN,216.0
DTX2,25.0
SCFD1,643.0
LDLR,693.0
DBNL,28.0
PWP2,187.0
ZNF441,627.0
KRIT1,58.0
RBM28,204.0
KRT4,501.0
RPN2,162.0
WT1,498.0
RNF181,171.0
SLC6A20,548.0
STXBP5L,75.0
GLRA1,38.0
SLC4A2,1228.0
WDR6,68.0
KLHL13,38.0
RPL15,146.0
SYS1,58.0
KBTBD8,146.0
DBNL,407.0
C1orf226,273.0
MICA,213.0
PRSS16,146.0
WNT10A,213.0
MICAL3,497.0
RAD51D,210.0
DMKN,34.0
KIF5A,1033.0
MGLL,284.0
L1CAM,84.0
DNMT3B,695.0
TM2D2,215.0
CREB3L2,461.0
CRTC2,482.0
CHCHD3,64.0
CNBD2,145.0
GSTA4,89.0
VOPP1,96.0
RPRD1B,61.0
CAGE1,701.0
DNAJB6,278.0
POP7,137.0
BZW1,452.0
MEGF11,228.0
ST6GAL1,176.0
SRSF7,111.0
EIF4G1,285.0
KCNMA1,1210.0
SERINC4,97.0
SEPT8,130.0
ERG,388.0
GSTT1,98.0
NOTCH4,2003.0
C6orf52,64.0
CLCN4,152.0
VPS8,109.0
PLEKHA3,62.0
TSC22D4,168.0
FOLR3,288.0
IRF6,276.0
STARD3NL,172.0
AC009892.10,67.0
BCL2L14,125.0
TRO,64.0
L1CAM,190.0
OR2T7,309.0
FLOT1,380.0
PARP11,186.0
ALDH8A1,134.0
VPS52,89.0
COL28A1,81.0
ARHGAP4,249.0
DMKN,97.0
LYRM4,97.0
PPP4R1L,237.0
C1orf222,180.0
CHAT,546.0
ZNF791,545.0
ZNF683,283.0
SLC25A48,68.0
ERCC6,179.0
RAB3A,126.0
SEMA4F,178.0
CYP4A11,422.0
ATL2,566.0
FYN,232.0
IMMP2L,79.0
AKR1E2,308.0
PEX5L,204.0
KRTCAP3,69.0
FIG4,237.0
HYAL1,69.0
BET1,134.0
SCFD1,49.0
HLA-DQA1,116.0
IPO5,142.0
NAP1L4,101.0
DDX39B,142.0
CHL1,94.0
RABGAP1,600.0
GGA1,70.0
PXDN,77.0
IGHJ4,15.0
ITM2B,30.0
PARPBP,65.0
CSDC2,152.0
APOL4,72.0
CHORDC1,314.0
CD58,249.0
C7orf43,487.0
SON,98.0
ITPA,178.0
ARNTL2,589.0
DHX57,473.0
CD58,238.0
SLC25A27,238.0
SNRPG,97.0
PRKAR2A,93.0
SMIM7,57.0
CAPG,104.0
SP140,29.0
XXbac-BCX105D18.9,128.0
KCNAB2,301.0
STAG2,548.0
DNASE1L3,158.0
HLA-C,225.0
DYNC2LI1,76.0
CEP85,436.0
ZIC4,68.0
HPS4,168.0
GARNL3,82.0
CMTR1,372.0
PRPS2,174.0
CCDC24,60.0
FAM177B,99.0
ZEB2,59.0
AGFG1,133.0
GID4,112.0
NDUFS1,92.0
C3orf55,57.0
IGKV1OR2-108,117.0
ELMO1,149.0
RBBP4,263.0
EIF6,108.0
ANLN,252.0
NDUFS1,612.0
TBXAS1,152.0
ACOX2,668.0
RP11-385D13.1,954.0
RPL21,88.0
LMOD2,160.0
MKX,290.0
VPS41,73.0
CDC14A,273.0
ZNF326,377.0
RHNO1,225.0
C5orf38,71.0
GABRR1,46.0
ANKRD53,497.0
HLA-A,372.0
NAA40,198.0
AP2M1,113.0
GTF3C2,421.0
ITSN1,61.0
D2HGDH,78.0
SYTL4,674.0
TRAPPC12,73.0
TANC1,1756.0
ZC2HC1B,116.0
THRB,121.0
CNTN4,54.0
RIC8B,537.0
STIM2,214.0
NME6,111.0
MOG,214.0
AGAP1,260.0
KBTBD8,160.0
C7orf34,154.0
ZNF845,971.0
CABYR,494.0
INTS3,903.0
MTMR8,694.0
WWTR1,21.0
ELMO1,81.0
GNB1L,94.0
TOX4,43.0
EIF2A,41.0
GRP,97.0
HPS3,840.0
MDM4,441.0
LRCH3,227.0
LPIN1,194.0
MRPS2,270.0
RNF13,165.0
NDOR1,591.0
PYHIN1,150.0
EBF4,178.0
ROBO1,1652.0
SELENBP1,295.0
CSNK2A1,27.0
MBOAT2,176.0
CAD,269.0
LPP,65.0
MBP,120.0
ZNF2,440.0
SCUBE2,1029.0
CORO1B,290.0
CP,179.0
ERI3,250.0
ECHDC1,35.0
B4GALT4,6.0
CASQ2,329.0
TBC1D3H,550.0
STX4,65.0
ARID1A,2069.0
FSHR,278.0
IPO5,88.0
APP,280.0
IGKV1-6,117.0
RAD51C,135.0
CAPZB,121.0
ABCA13,1193.0
GNPDA1,256.0
MAD2L2,167.0
ZSWIM3,691.0
IFRD1,99.0
MADD,75.0
NVL,175.0
NCOR1,89.0
VEPH1,63.0
CDH19,435.0
ZNF181,571.0
CCDC27,203.0
NIT2,45.0
ABHD14B,189.0
C1orf228,441.0
GH1,203.0
KREMEN1,83.0
LRRTM1,183.0
PRPSAP2,144.0
POLR2M,39.0
BOD1,42.0
CITED1,59.0
SLMAP,66.0
ZNF638,36.0
STX16,47.0
SLC26A5,212.0
BBX,85.0
IKZF2,83.0
ETS2,270.0
HMG20B,142.0
PDLIM2,235.0
PACS2,905.0
C10orf128,116.0
RBM45,136.0
EZH2,747.0
RTDR1,68.0
ZC3H12D,107.0
AEBP1,70.0
ERCC3,188.0
PNPLA8,683.0
HLA-C,373.0
SELENBP1,48.0
TAF8,312.0
PARD6G,62.0
AP001652.1,124.0
ATP6V0B,47.0
C1orf228,82.0
PIGP,159.0
EXOSC10,125.0
UBP1,148.0
PRKRA,109.0
GYG1,266.0
FAM53A,108.0
VSIG4,322.0
KIF15,129.0
CTNND2,793.0
GIT2,682.0
ZNF746,188.0
TRMT11,131.0
BRD2,619.0
ICA1,86.0
AC074212.3,639.0
ARMC10,250.0
UBE2J2,106.0
NUMB,506.0
APTX,50.0
KCNK17,272.0
SENP2,55.0
LTK,735.0
ARHGAP4,317.0
MFF,155.0
PHKG1,420.0
TTC12,151.0
NDUFAF5,318.0
SAMD3,78.0
ROPN1,59.0
COX7A2L,40.0
GNL1,66.0
NELFA,246.0
TPPP2,138.0
APOD,149.0
PFDN6,104.0
RPL37A,69.0
PDIA3,124.0
GRAMD4,224.0
EML4,246.0
NCS1,173.0
IGF2BP2,606.0
RPL32,133.0
TRPV2,266.0
CMTM3,97.0
NEURL1,108.0
TJP2,1021.0
CT47A8,289.0
ZFYVE27,349.0
CCDC74B,205.0
KEL,186.0
ANKUB1,503.0
RTTN,880.0
NPRL3,59.0
IP6K2,148.0
AMT,360.0
OR7E24,340.0
PILRB,108.0
PCDH15,92.0
PTGES3L-AARSD1,132.0
LRRD1,118.0
DEPDC5,27.0
TFIP11,121.0
NRG4,36.0
WIBG,78.0
TSN,185.0
ECD,212.0
GAPVD1,117.0
CSPG5,402.0
ARSA,424.0
PCBP4,46.0
PVRL4,220.0
CDK18,73.0
SEC62,86.0
C17orf104,129.0
ELMO2,453.0
FOXP2,205.0
ZNF492,532.0
PHF20L1,94.0
MDH1,114.0
KCNAB2,123.0
CD300LF,166.0
DONSON,509.0
TIMM10B,72.0
UMPS,58.0
SLC6A16,660.0
ADCK3,369.0
OAZ3,204.0
RPL10,181.0
ZBTB47,372.0
CEP70,72.0
RENBP,117.0
EPHB1,113.0
SSUH2,85.0
RBMY1F,460.0
HGF,724.0
ATP2B4,118.0
NME1,60.0
FBXW2,208.0
EEF1B2,69.0
HIGD1A,108.0
KLF7,60.0
TMEM229A,381.0
KIF2C,287.0
POM121C,988.0
RPS27L,101.0
ACOX2,94.0
HDAC11,186.0
SLC12A8,112.0
RUFY2,380.0
ABHD6,225.0
TIMP1,137.0
SMPD2,204.0
NCL,170.0
IL2RB,188.0
COMMD1,51.0
REEP1,190.0
CNTNAP2,185.0
DYNC1I2,187.0
MICB,384.0
AOC1,249.0
OR4F3,313.0
NGEF,150.0
LSP1,275.0
ATP1B3,90.0
C1orf194,49.0
ADSL,499.0
GTSE1,740.0
MKRN1,113.0
PRICKLE3,629.0
NUDT1,37.0
SEC11A,154.0
HDLBP,47.0
VAMP7,180.0
C11orf21,179.0
IMP4,77.0
GDI2,263.0
MYRIP,116.0
IFI44L,97.0
RP11-195B21.3,172.0
RBKS,148.0
HJURP,123.0
PCDP1,135.0
ZCWPW2,192.0
LAMB3,160.0
ERI3,205.0
RCOR3,450.0
NOS1AP,81.0
GTPBP10,108.0
MPP6,65.0
FRMD5,120.0
IQCB1,87.0
MYO7A,2176.0
FAM161A,143.0
KCMF1,10.0
DNASE1L3,100.0
C3orf65,115.0
JADE3,114.0
CLCN2,870.0
CT009496.1,391.0
TMEM56,154.0
INO80B,98.0
C1orf109,152.0
GRM8,294.0
BCAP29,230.0
HFM1,138.0
FBXL15,157.0
TNRC18,193.0
COPZ1,155.0
RP11-77K12.7,58.0
KCNK2,125.0
HECW1,1573.0
GCOM1,415.0
KLC4,84.0
ATL2,87.0
NRP1,171.0
UQCC1,56.0
DONSON,211.0
ALAD,59.0
EIF4G1,87.0
LCA5L,30.0
IGKV2D-28,120.0
EHMT1,1299.0
PGAP2,255.0
GAD1,121.0
EHMT1,809.0
HS3ST6,360.0
SAMD11,542.0
KIAA0895,276.0
PLA2G6,169.0
PLEKHG2,1238.0
NT5C2,63.0
SET,32.0
PAX4,342.0
RC3H2,189.0
SF3B4,190.0
FAM3A,54.0
EP400NL,223.0
DENR,161.0
LYSMD3,91.0
IL1RAP,145.0
ETV3L,362.0
NOL6,1095.0
CASP5,165.0
TMEM213,84.0
SEPT8,443.0
PRMT2,194.0
PTPRA,253.0
C6orf136,59.0
CORO6,238.0
FBLN1,172.0
RPL3,305.0
ZC3H12C,853.0
SLC23A3,619.0
MED15,160.0
MPZ,249.0
PAK6,637.0
TANK,165.0
C3orf17,37.0
SEMA3C,41.0
PRSS37,66.0
ABHD11,160.0
ATG4A,202.0
RFC5,341.0
PLCD4,124.0
TGM2,160.0
ECHDC1,227.0
PPM1M,257.0
MSTO1,316.0
ZNF562,358.0
STK32C,382.0
TNNT2,180.0
CLSTN2,956.0
LMCD1,293.0
ABCD3,684.0
PDCD10,146.0
RIBC1,193.0
VIT,135.0
GPR89A,336.0
MIOS,179.0
CREM,139.0
KIAA1430,533.0
MOSPD3,70.0
SPAG11B,81.0
RNF112,632.0
DHX34,273.0
TOX4,82.0
ADRBK2,46.0
SH3TC1,94.0
ACIN1,1302.0
POLR2F,75.0
SMYD3,74.0
NFYC,335.0
AC091801.1,26.0
SPDYE2B,259.0
CPVL,100.0
DHX16,188.0
FBLN1,139.0
XPO1,94.0
NTMT1,110.0
C3orf67,45.0
ATP13A3,103.0
TSSC1,59.0
PTGDS,195.0
MFNG,88.0
POLM,271.0
APOA2,53.0
PRMT8,386.0
VOPP1,26.0
CYTH2,400.0
IMP4,281.0
GABRR1,480.0
F8,165.0
BRD8,187.0
PIAS3,92.0
TNPO1,849.0
RNF2,246.0
RAB11FIP3,802.0
DCUN1D1,98.0
CAMKV,435.0
TPTE2,338.0
RBBP6,119.0
GTF3C2,135.0
CFB,1267.0
APOA2,95.0
KCNT1,123.0
AXIN1,103.0
DBNL,383.0
ASPG,580.0
C3orf55,73.0
AOX1,151.0
NARF,503.0
CALM2,188.0
NEK4,722.0
ASCC1,71.0
DRB4,267.0
AC104667.3,89.0
TF,144.0
TMEM64,381.0
MEF2A,498.0
ATP13A1,185.0
PLSCR1,248.0
ZBTB11,216.0
RFXANK,239.0
KIF21B,1624.0
C10orf90,603.0
MSTO1,79.0
SAFB,849.0
ARMC8,91.0
ALAS1,117.0
ARMCX2,93.0
VTA1,223.0
TMEM171,325.0
HLA-A,366.0
QTRTD1,10.0
ODF2L,521.0
CREB3L2,186.0
GOLGA3,1391.0
PTGES3L-AARSD1,189.0
HNRNPK,379.0
UBA1,195.0
DNPEP,331.0
PPIG,358.0
CSMD3,3539.0
VPS16,274.0
CAPS,163.0
ALDH7A1,98.0
WDR20,601.0
RPL28,170.0
TFDP1,159.0
RASSF7,321.0
PIK3CB,100.0
PDIA6,11.0
PRMT1,372.0
GMNC,64.0
MPC2,105.0
TPI1,39.0
TMEM87B,184.0
PLOD3,265.0
VWA7,892.0
GRM3,171.0
FBXL6,534.0
ARL8B,104.0
MFF,138.0
NUP205,72.0
GH2,246.0
HEPH,208.0
FKBPL,350.0
CPB1,99.0
GS1-259H13.10,127.0
ISYNA1,505.0
SPATA33,39.0
MSH5,48.0
RIT1,93.0
GPR156,811.0
ARF4,127.0
PPP2R1A,395.0
VOPP1,110.0
XXbac-BPG32J3.20,64.0
CBS,160.0
CEP104,186.0
DCTN1,186.0
TMPRSS2,489.0
UBE2W,160.0
MLH1,680.0
ACHE,404.0
GTPBP1,350.0
CAV1,138.0
ZNF709,133.0
RNF223,250.0
SEC22C,62.0
DUS4L,49.0
UQCC1,127.0
ATXN7L3,355.0
ELMO2,284.0
LGALSL,125.0
IFLTD1,410.0
FAM21A,157.0
SFPQ,89.0
DACH2,441.0
ZNF625,62.0
SRRT,873.0
RAD23B,115.0
PLP1,136.0
BTG4,160.0
TRMT10A,206.0
ELMO1,167.0
TNS1,150.0
MOG,230.0
ALAS2,222.0
ATP6V1B1,249.0
LGALS8,168.0
MYZAP,123.0
SRSF10,183.0
MBNL1,58.0
NR0B1,401.0
HAO2,186.0
PRSS48,329.0
INPP1,143.0
KCNH6,906.0
HLA-C,261.0
PTPRD,203.0
NIF3L1,163.0
MECP2,499.0
ARSD,160.0
CAND2,1237.0
NCKIPSD,59.0
C1orf213,97.0
FAM107A,136.0
DUT,165.0
PRR5,226.0
MTERF,139.0
PWWP2A,561.0
REG1B,150.0
NDUFS1,742.0
NME4,37.0
GRIK2,180.0
PLOD3,76.0
ARHGAP12,196.0
COL10A1,216.0
FKTN,161.0
CYP4A11,158.0
CDS2,446.0
RGN,228.0
IGFBP1,258.0
PIGX,64.0
TMED4,228.0
LPPR4,706.0
SCN9A,528.0
DAGLB,173.0
KCNIP2,286.0
CXorf40B,147.0
GBAS,146.0
CHD5,1061.0
TMEM184B,76.0
FASTKD1,805.0
ALKBH6,48.0
MYCBPAP,98.0
PTGES3L,167.0
EIF3D,173.0
POGLUT1,112.0
ZNF433,166.0
THEM5,119.0
SHANK2,107.0
IQCB1,143.0
ALG3,399.0
ARL13B,57.0
U2SURP,440.0
MINK1,1313.0
ZC3HAV1,265.0
FAM126B,87.0
ANLN,27.0
SRPK3,129.0
POLDIP3,190.0
SAR1A,116.0
OMA1,326.0
MUC19,3631.0
SGSM3,597.0
NFKBIZ,110.0
ABHD5,127.0
LAT,233.0
OVCH2,565.0
SYCP1,792.0
ANO10,141.0
CPNE1,138.0
LRRC17,104.0
STARD4,69.0
VARS,95.0
DDX39B,244.0
AC091801.1,51.0
SLC30A6,123.0
TMEM56,143.0
MRC1L1,499.0
MCTP2,200.0
TMEM132A,1024.0
RAD50,660.0
TMEM9,151.0
CCDC18,720.0
SUSD4,331.0
SMIM7,48.0
SPIRE1,122.0
TMPRSS7,182.0
CBWD7,140.0
FAM219B,149.0
MEST,174.0
TMEM125,16.0
MT1HL1,62.0
RSPH10B,4.0
HHATL,203.0
EEF1A1,107.0
CCDC108,234.0
HLA-A,366.0
HYPK,83.0
MTFR1L,53.0
PEX19,167.0
CMPK2,367.0
TOP3A,140.0
TRPM5,1168.0
RPE,94.0
TCP10,208.0
ATE1,222.0
NLRX1,151.0
MEST,169.0
SPINT2,196.0
PIKFYVE,1384.0
MBOAT7,170.0
ASIC1,397.0
TBATA,251.0
NDUFS8,124.0
C20orf194,496.0
MROH7,842.0
ABCD4,57.0
HLA-C,261.0
MAST4,100.0
AGAP3,581.0
IQCG,54.0
TNIK,1298.0
TRIP12,217.0
HDLBP,333.0
PNPLA1,534.0
RAB43,86.0
CEACAM21,192.0
PAPSS2,620.0
ERP29,54.0
FAM27E3,114.0
AMER3,180.0
TMEM134,131.0
DNAJB12,173.0
TMEM189,46.0
SOD2,141.0
DAP3,181.0
FTO,71.0
VSIG1,168.0
PCCA,135.0
DMPK,626.0
MTA3,393.0
PCNXL2,491.0
METTL10,105.0
SMOX,443.0
GUK1,217.0
MLH1,96.0
GLS2,184.0
POLL,313.0
MAPK3,122.0
LBX2,195.0
PACSIN2,155.0
TPST2,48.0
PCCB,134.0
ACACA,115.0
NCR3,116.0
CMTM1,170.0
SHISA8,163.0
PTPN7,117.0
TAF6,9.0
PLCD1,778.0
TAF1,151.0
DTHD1,782.0
POR,140.0
AKR7L,206.0
SAMD13,51.0
BRPF3,129.0
IGFBP2,182.0
PRR5,349.0
RNF220,121.0
ROPN1,116.0
MAGEA6,235.0
UTRN,186.0
API5,514.0
GSG1,276.0
TMPRSS2,79.0
IPO9,156.0
GTF2IRD2,227.0
LIN9,519.0
PLCD4,112.0
CRLS1,206.0
C2orf42,112.0
SH3YL1,59.0
AGAP9,704.0
SLC39A3,106.0
AGPAT4,217.0
MEIOB,44.0
ZDHHC3,44.0
HARS,490.0
CHRND,324.0
HS3ST2,163.0
DZIP1L,540.0
SLC6A9,116.0
PPIA,166.0
