Gene,Theoretical Peptide Count
RPL7P3,1
RP4-712E4.1,1
IKZF2,27
RPS15AP7,1
RP11-759F5.1,1
HMGB1P27,1
KLHL12,107
RP11-454L1.2,1
GMPPA,29
ASNS,29
MEST,31
VWA3B,137
CHTF18,78
ARMC4,122
ZNF678,63
ATF2,18
RP11-337C18.4,1
TTTY16,1
RP11-227F8.2,1
RIMS2,358
KATNAL1,38
SLC4A7,109
FEM1AP1,1
SLC16A10,27
NEFM,249
TRIM40,64
RP13-15M17.1,1
BCORL1,161
TCEB1P7,1
RP11-655G22.2,1
RP5-956O18.2,1
CDCA5,17
AC007743.1,1
AC074183.4,1
PNKD,73
RPS28P8,1
CEP104,46
PSMF1,35
KBTBD13,69
RP1-130H16.18,83
GRAPL,19
DHDDS,23
EIF3EP1,1
AC092638.2,1
PRODH,34
GTF3A,21
TMEM169,25
KB-7G2.9,1
AC004237.1,1
MAPKAP1,14
AC093639.1,1
RP11-157L3.6,1
LGALS8,7
SMAD3,62
TSGA13,22
NFS1,45
APEX1,41
TMPRSS3,69
RP11-395E19.2,1
AC012668.1,1
NIM1K,1
USP9YP7,1
RP11-575M4.1,1
ICA1L,22
TMEM214,25
CC2D2A,31
RPS20P1,1
ABCA8,288
DNAJB2,40
SLC25A25,108
DSE,23
MPG,60
POMT1,33
AC073046.25,1
TMEM43,14
PLCB4,17
RP1-63G5.5,1
SORBS2,21
BMP6P1,1
TINAGL1,58
RBM33,63
HARS,103
PMS1,201
FLOT1,66
SNRPGP10,1
FAM168A,1
DALRD3,25
XPO1,19
VKORC1L1,37
ATP8A2P2,1
IMPDH1P10,1
SEMA4D,13
AC005094.2,1
RBM22P8,1
GPR108,48
AIFM3,35
AC015922.7,1
MMP23B,52
OS9,123
CDK14,67
ZSCAN18,65
TAB3P1,1
AC013733.3,1
RP11-321C24.1,1
GTF2IRD1P1,1
MIR1255B1,1
ZSWIM8,231
MEST,68
AL035610.2,1
RP11-978I15.10,1
RPS6P12,1
CTTNBP2,32
RP11-753C18.8,1
CENPI,16
RP11-247I13.8,1
MVB12B,66
ARMCX2,27
DPY19L2P1,1
MICA,66
IKZF1,47
ZNF217,27
PPP1R2P2,1
USP27X-AS1,1
RP11-476B1.1,1
AP000351.13,1
AC092933.3,1
ZNF275,1
NBPF3,100
SULT1C2,22
ABHD11,57
POM121C,25
ART4,9
C1orf228,31
H2AFV,32
EPHA10,36
RHBDD1,7
C11orf48,37
TMOD2,83
RPEP2,1
VTN,34
SNRPEP4,1
MTPN,15
LARS2,43
YJEFN3,47
ATP5F1P1,1
AC124057.5,1
GGT1,23
KRT16P3,1
AC011290.5,1
HLA-C,82
AC005522.7,1
RP5-940F7.2,1
SMTN,23
AP001046.6,1
AFF3,32
CDK12,344
IGHV3-72,23
USP35,136
TCEB1P10,1
RP11-399D6.2,1
NEFM,153
GTPBP10,31
RP1-64K7.4,1
AC006547.14,66
POM121,153
RP11-483I13.2,1
CRYZ,43
PSMD5-AS1,1
SEPT5,70
CASS4,65
THUMPD3,52
AC068134.6,1
ASMT,24
MYO1C,270
ACAN,184
C2orf43,25
EXT1,52
MFSD6,37
AC073143.1,1
AC004866.3,1
AC108059.2,1
RP11-487E1.2,1
FABP5P4,1
BASP1P1,1
AMZ1,1
HFM1,155
TIE1,140
RP5-858B6.3,1
MTUS2,294
CTD-2090I13.1,1
P2RX5,102
MTND1P30,1
MAST4,39
CDC42EP4,57
RP5-1050D4.2,1
AC023128.1,1
DDR1,1
CNOT3,62
DALRD3,53
PEPD,79
LILRA2,38
XPO7,193
POT1,9
RP11-338N12.1,1
RP3-523C21.2,1
MTG2,60
PPP2R4,19
CC2D1B,155
RMDN1,74
AC005487.2,1
AC092839.4,1
GARNL3,9
MTND4P4,1
PRKACB,51
OR4D8P,1
MROH7,109
AL450992.2,1
AC005019.2,1
AC010086.1,1
TTC3,289
PAIP1,67
NSMF,128
C6orf100,21
PHKG1,33
RP11-368M16.4,1
ERCC8,23
C3orf18,13
RP11-736E3.1,1
SH2D3C,72
CARF,9
LINC01132,1
ATG4B,23
RP11-308B5.2,1
AC107083.1,1
RASGRP2,49
TRDD2,1
CRTAC1,9
ZNF384,41
WBP1LP6,1
RP13-392I16.1,1
RP11-182N22.7,1
KRTAP9-11P,1
RP11-266K22.2,1
TSC2,33
TRBV25OR9-2,1
RIF1,72
AC005324.6,1
PHACTR1,48
PTMAP6,1
ROBO1,277
LIPH,19
APEH,121
RLN3,29
SUN1,116
GXYLT1P2,1
NASP,38
RBFOX2,66
CUTA,27
FABP5P11,1
UBA2,121
GAMTP2,1
OR10G8,42
DDX39B,1
RP1-279N11.1,1
BBIP1,21
CHST12,71
RP4-753P9.3,1
PTPN4,27
HMGN1P6,1
ANKZF1,15
AC016694.2,1
FAM3A,52
TMPRSS4,67
RP11-552E4.2,1
AC011239.1,30
ELP6,35
NABP1,42
RBM5,58
AC079305.11,1
DDX39B,50
DAW1,17
AC018742.1,1
RP11-430A19.2,1
HMGB1P18,1
CDC42-IT1,1
BRD2,179
AC097382.5,1
RP13-88F20.1,1
AL133247.2,1
UBE2J1,60
CHD6,132
MPDZ,41
ENTPD6,86
GNB3,62
RP11-732M18.2,1
CDYL,45
AC004862.6,1
ALDH1A2,9
TCTN3,63
AC091132.1,1
ITGA5,23
RP4-530I15.6,1
ABCB11,13
BTD,45
CCDC146,229
UBE2V1P8,1
CCDC78,1
AC016723.4,1
RP11-456H18.2,1
SLC17A4,33
ARID1A,181
LL22NC03-102D1.18,1
IKZF3,86
ADCYAP1R1,25
AC018696.3,1
PPEF1-AS1,1
CD44,91
AMOTL1,213
C3orf52,45
PCGF3,26
SLC22A18,1
WI2-3308P17.2,19
RP1-92O14.6,1
ANO10,34
NEK2P2,1
ODF2,78
RP5-1087E8.3,1
MALRD1,51
RP11-157D23.1,1
AC073987.2,1
NOD1,156
TOP3B,9
TMEM91,11
AC002066.1,1
GOSR2,63
PPP1R12A,256
RP11-159C21.4,1
RP11-227H15.7,1
ICOS,29
CCDC132,13
CHD4,1
VPS8,26
RP3-450M14.1,1
CCDC108,33
ZSCAN21,31
RP11-544M22.3,1
RP1-127B20.4,1
DTX2,7
KIF1A,69
PCDH9-AS1,1
MFI2,32
VTN,36
G6PD,71
FKBP1B,13
RP11-550A9.1,1
ARL5AP3,1
AL591704.9,1
ARHGAP5,327
ZBTB10,158
DLD,104
RP11-542K23.10,1
HLA-C,73
ZDHHC3,5
AC073052.1,1
MYO1H,264
ABCA10,72
ZSWIM4,154
AC011899.9,1
SEC13,3
EIF4BP9,1
MTND2P2,1
FAM8A5P,1
MICAL1,55
ZHX3,15
PLIN2,21
TMEM5,1
RPS19P6,1
THUMPD1,111
DLG1,25
CTNS,42
AC004878.2,1
ANKRD65,29
RP6-29D12.4,1
BRD2,170
RBMS3,56
MTND1P26,1
ZYG11AP1,1
KRT43P,1
RP11-278H7.1,1
SPAG6,50
RP11-617O8.1,1
AP000345.4,1
RP11-121A14.3,1
BUD31,41
RP1-187B23.1,1
CASKIN2,175
DARS,54
RP1-67K17.3,1
AF228730.5,1
SMPD4,17
FAM9C,49
RP11-656D10.6,1
ACOXL,33
RB1CC1,376
AC012363.13,1
LINC00460,1
XX-CR54.1,1
MAP4K2,17
TMEM38B,27
MYO19,186
RP11-397A15.4,1
CPNE1,49
TBC1D10A,18
TOX2,1
AARSD1,31
AP001631.10,37
PHB2P1,1
TMPRSS13,111
EIF2AK1,13
C14orf178,7
RP11-214D15.2,1
PHC1,1
FGFR1,1
C8orf56,14
BANP,28
AC006380.3,1
PSMD10P1,1
MRPL32,31
AC023481.1,1
TMEM127,17
DLD,100
TSPY23P,1
C2,38
PTCD1,47
TBL1XR1,7
LMBR1,1
BBS12,22
DHRSX,17
PTPRE,32
NCSTN,29
RP3-326I13.1,1
AC006372.6,1
ARPC3P1,1
TTLL8,198
MRPL22,72
LINC00371,1
PNCK,24
OGDH,173
ZMIZ2,91
FGGY,70
RP11-516A11.3,1
RP5-843L14.1,1
RP11-745C15.2,1
RP1-90L6.3,1
RP11-1109M24.13,1
BANF1P2,1
PPP1R7,46
AC021021.2,1
AC138655.4,1
RP11-219F10.1,1
SMPD4,51
UBE2F,20
MLH1,11
OSBP2,31
SHROOM2P1,1
LINC00350,1
PITRM1,57
TLDC2,7
PARGP1,1
RAPGEF1,49
RP11-173D14.3,1
DNAJA4,65
OFD1P10Y,1
CATSPER2,21
HERPUD1,51
GRAMD4,14
ATP13A4,26
RP11-75N6.3,1
RAF1,116
RP11-157D23.2,1
RPL12P11,1
RP11-220H4.2,1
EIF4BP6,1
FKBP7,60
AC012309.5,1
RP4-651E10.3,1
ASH2LP1,1
LINC00087,1
R3HDM1,7
EXOG,17
FABP5P3,1
OXTR,9
ICA1L,104
PDK1,15
AC006037.2,1
RP11-309P22.1,1
AGBL3,170
KANSL3,158
CYP4F60P,1
BCL2L1,9
MPV17,25
NEU4,7
CCDC14,14
CTA-313A17.2,1
RP5-1104E15.6,1
CPSF7,93
AC125634.1,1
QRICH1,13
SGCE,70
GPC6-AS1,1
RP11-185B14.1,1
RGL2,1
TSEN54,12
RP4-550H1.4,1
USP40,45
AC023672.1,1
ZMAT3,61
ICA1L,42
NDUFS5P5,1
EXOSC6,53
TTTY4,1
LINC00444,1
RP5-858B6.1,1
RPL37A,22
RP11-23J9.3,1
ARMCX2,35
LINC00385,1
MYO7B,42
FAM78B,58
RP11-565P22.6,31
RPL35AP21,1
AC010886.2,1
CBWD1,32
AY269186.1,1
RP5-1044H5.1,1
RBM5,1
LUC7L,69
RP11-136I14.4,1
FKBP7,22
HDAC9,3
KRT18P46,1
CYHR1,68
RP3-431C21.1,1
RP1-32I10.11,1
MOBP,18
RP11-539I5.1,1
IGSF11,49
CHN2,71
PDE4A,121
TADA3,28
CDHR1,103
RP11-534L6.3,1
PILRB,7
PPT2,17
EIF2D,55
ZFAND3,1
RP4-550H1.5,1
BAIAP2,126
RBM6,15
RP11-145A3.4,1
TXNP5,1
MTERFD2,57
RPL13AP6,1
VPS52,138
ATP5G2P1,1
GS1-204I12.1,1
PCGF3,27
MLLT10,11
CHD6,52
RP11-515K14.1,1
AC099799.1,1
SMTN,54
IFI35,59
RGPD5,48
AC009227.3,1
RP4-620F22.2,1
MTRR,133
ISCU,49
TBL2,28
SRPX,97
HMGN1P19,1
LINC00028,1
DRGX,57
RPL10,75
BNIP2,61
IFFO1,57
PRR14L,400
MFNG,29
SCN3A,238
RP11-293A10.3,1
RNF144A,53
RP11-169K16.6,1
RP11-211G3.3,7
RPL15P18,1
RP11-459D20.1,1
MBD1,148
AIFM3,69
TNKS2-AS1,1
MED20,7
ZNF177,118
STK25,1
HDAC7,36
KB-1183D5.14,1
RETSAT,20
MRRFP1,1
POM121L10P,1
AC096579.13,1
ZNF469,658
OXR1,23
FTLP2,1
NBPF9,138
RPE,23
PAM,183
TFPI,42
CTNNB1,1
BACH1-IT2,1
IL17RC,13
RP11-312B8.2,1
CYP3A43,48
L1CAM,27
RPS29P6,1
AC005160.3,1
RBFOX1,55
RP11-606P2.1,1
RPL23AP22,1
UFL1-AS1,1
RP11-466F5.4,1
CDCA7L,17
AC009961.5,1
CDK15,73
SARS2,108
AC016831.3,1
BCAP31,29
LINC01010,1
TSRM,19
SIGLEC9,68
TANGO2,23
GBAS,26
ZMYND10,7
LIMD1,103
PI4KB,38
AC000111.3,1
TTC28,42
AP2M1,43
MTND4P14,1
TTYH2,27
RP11-149P14.1,1
DNAJB6,36
RPL18AP15,1
C8orf86,51
RP11-184I16.4,1
CSNK1A1P1,1
RP5-1087E8.2,1
DMKN,49
CDC25A,24
RP11-195C7.3,1
RP11-5P18.5,1
SLC39A6,56
DIS3L2,41
GOT2P5,1
SLC22A23,1
SMPD4,7
PTPN12,12
AC003958.6,1
RP11-94D20.1,1
JUP,55
FBXW5,45
RP4-553F4.2,1
GTF3C3,31
LINC00358,1
PRKAR2A,49
HDAC11,35
FCF1P1,1
RP11-331H2.3,1
RAD50,48
CYP4F26P,1
AC002429.4,1
TTLL3,43
TAF4,1
ELAVL2,41
C6orf222,150
RP5-1065J22.2,1
LRRC3B,28
AC017074.1,1
C15orf41,55
CTSD,51
AC127904.2,1
LEF1,67
RP4-700A9.1,1
SCARF1,53
RP11-567G11.1,1
AC147651.1,1
HIST1H1PS2,1
MTND5P3,1
RASGRP4,118
OSCP1,70
FBXO11,13
RP11-577H5.1,1
ARL4A,5
AC013733.5,1
RP11-395E19.5,1
MRPS18BP2,1
SPTLC3,32
C7orf25,31
JADE2,46
RP1-167F1.2,1
POLR2B,256
IGHD7-27,1
LGMNP1,1
LA16c-83F12.6,1
MIOS,25
CPN1,29
CDH13,38
GSPT1,125
ZBTB48,46
RP11-459A10.2,1
ANKLE2,1
NDUFS1,137
SCIN,23
NVL,49
ZMYND15,134
RFTN1,31
PPAN,27
TOR1AIP1,109
SMAP2,59
P2RX6,33
RPUSD3,38
DMTF1,112
AC069154.4,1
RP11-96C23.11,1
SURF1,1
BRF1,128
PREB,17
JUP,17
RP11-135J2.4,1
RP11-214L19.1,1
AC016682.1,1
EDEM3,61
CCDC66,260
GEMIN4,28
PLCB1-IT1,1
HTR3E,71
MRPS33P4,1
COL24A1,307
RP4-614C15.3,1
MMP11,52
ARV1,46
BAG6,9
WDR96,272
RP4-539M6.19,68
POLR1B,13
DNAJB6,17
AC079779.7,1
RP11-16L9.4,1
NFASC,248
IFT122,243
HLA-DRB1,48
TMEM39B,25
C17orf104,33
CASP12,25
LINC00391,1
DVL3,13
ADORA2A,1
FOXP2,7
FMO5,115
RP11-486B10.3,1
RP1-60N8.1,1
DSN1,38
TTC23,59
RP3-340N1.6,1
CICP22,1
CCDC74B,22
AC114783.1,34
ADAM19,98
LARP4B,35
RP5-875O13.6,1
IFRD2,23
PTPRR,88
RPL7P54,1
KCNH2,164
TTLL4,33
INTS4L2,1
MTG1,68
ESPN,54
PEF1,7
RP5-930J4.5,1
LRRFIP2,34
RP11-236F9.2,1
BECN1,66
TOP3B,5
DMTF1,5
CTA-796E4.4,1
ZDHHC16,63
IDH1-AS1,1
PTGES3P1,1
TSPY24P,1
AC007392.4,1
NCOR1,20
HTR5BP,1
MAPT,97
SPRY4,53
RP11-295M18.2,1
RP11-272G22.1,1
RGPD5,47
FAM228A,69
CPNE1,62
PPP2R4,9
AC005022.1,1
RP11-45J1.1,1
DUS2,102
AC009969.1,1
ZNF534,151
RABGEF1,143
LRTOMT,10
ETV1,19
HERC2P4,1
MST1R,56
RP6-109B7.2,1
PLEKHG2,23
NKX1-2,69
RP11-408E1.1,1
RP11-402P6.11,1
LINC01078,1
TOB2,26
CASP10,32
RP11-342M3.5,1
AC078883.4,1
TMEM8A,103
AC015936.3,1
PUS7L,103
DNAJA3,66
RP11-477D19.2,1
URB2,25
RSPH10B2,8
SPTLC3,31
TMEM237,31
SCAF4,199
RP11-132E11.2,1
AC098826.4,1
RP11-430C7.2,1
NRADDP,1
ZNF385C,102
TMBIM1,14
RP11-289I10.2,1
FGFR3P,1
ABCC5,109
AC005076.5,1
LONRF2P2,1
RP11-347L18.1,1
AC083884.8,1
RP11-203F10.5,1
HSPE1P21,1
AP4M1,65
AC096649.3,1
TDRKH,46
RP11-4C20.4,1
METTL21AP1,1
AC074008.1,1
CITED1,17
IKZF2,17
FLOT1,50
AL354993.1,15
GDAP1L1,59
ACBD4,72
TARM1,44
PLEKHF1,65
AC079325.5,1
RDM1,35
ZNF35,17
ZFYVE20,63
RFC3,81
RP11-368G3.1,1
KANSL3,38
AF064858.7,1
RP5-1185I7.1,1
DLG2,26
AC079988.3,1
HNF1A-AS1,1
VEZT,148
RP1-266L20.4,1
RP11-272L13.2,1
RIN2,101
CBX3P6,1
FAM3A,11
FRMPD2P1,1
DDT,17
TSSC4,25
LINC01076,1
SCLY,37
POFUT1,1
PDE11A,36
HMG20B,29
PTPN20A,83
UFM1,19
AC012494.1,1
CDK5RAP2,1
ADH7,78
SENP6,1
HELB,110
AP000320.6,1
MMP11,23
ATP5LP4,1
CLIP4,15
EPHA5,173
UBAP2L,61
DDX39B,87
MICAL1,39
CPVL,1
SEPT7,113
SNAP91,89
EIF4BP7,1
CREB3L4,15
MYH7B,52
TTC32,17
IGLV3-4,1
CEP85L,143
RP5-1068H6.1,1
ANKAR,265
RP11-108F13.2,1
OPA1,58
RP5-1177M21.1,1
ZNF766,133
SYP-AS1,1
CUBN,15
LYVE1,11
RP4-800F24.1,1
ZNHIT6,127
TRAPPC2P9,1
AC027124.2,1
HUS1,53
AC004112.5,1
TOM1,19
APOPT1,46
AL590762.6,1
AC006987.4,1
MRVI1,189
ZNF485,25
TRIP6,21
RP4-784A16.1,1
NIP7P1,1
TAC4,20
PLCB1,15
ASNSP5,1
NDUFAF7,33
CARF,5
RAB35,38
BARD1,38
RP11-276E15.4,1
NCDN,47
AC092168.2,1
EFCC1,30
AC010153.3,1
HDAC8,41
RP11-552E4.5,1
AC093142.2,1
ZNF488,23
PRR5,35
BBS9,75
KHDC1,11
MS4A13,15
MAPKAPK5P1,1
AP000355.2,1
CXorf58,38
TMEM256P1,1
AC092669.2,1
CALD1,30
ANKRD28,5
ABHD16A,96
TTLL3,33
BTBD3,17
AC000081.2,1
DDX3Y,65
EFCAB8,76
MTHFD1L,38
SPCS2P4,1
C10orf90,159
C8orf59,26
CARD10,33
KRIT1,43
ZMYND8,39
ERLEC1P1,1
LINC01088,1
RP11-91I11.1,1
RNF168,32
RP11-421L10.1,1
NANOGP9,1
CENPT,1
MYL7,27
LINC01160,1
REREP2Y,1
ELN,26
KDM6A,153
AC093106.5,1
NRP1,11
MAP6D1,39
UBE2D3P1,1
LINC00863,1
MAP3K8,1
CCDC157,31
CTD-2308N23.2,1
NELFE,75
PAICSP5,1
RP11-497D6.3,1
POLR3H,40
MOB1AP1,1
RP1-290I10.5,1
BLCAP,3
RP11-23D5.1,1
AC104395.1,1
RFX5,25
RQCD1,5
SLC41A2,15
RP11-106A1.3,1
IGHD4-23,3
RP5-1198O20.5,1
LL22NC03-75A1.9,1
GDA,31
GPSM2,41
AC084290.2,1
EHMT2-AS1,1
RPS24,95
AC069213.4,1
FLOT1,54
AC096775.2,1
ADCY3,87
AC010967.1,1
OPA1-AS1,1
KRT8P30,1
TMEM143,96
CT47A10,41
TMEM214,41
RP11-120E13.1,1
RP1-137D17.1,1
KRT8P28,1
LILRB3,1
PNMA5,31
OR5H14,41
FAM115C,147
XXbac-B444P24.10,1
PSMD13,82
TRIM60P9Y,1
RP11-446E9.1,1
DIP2C,44
AQP7,15
GFAP,127
CEP57L1P1,1
RP11-475D12.2,1
NR1H3,7
MTMR10,166
RP11-740C1.2,1
DDX11L10,1
USP54,18
CCRL2,30
C6,7
AMY1A,45
TSC2,23
PSORS1C1,21
POLR2H,24
SUMO2P8,1
AC069287.1,1
AP000855.4,1
ARHGAP23,272
VIL1,95
ARL6IP4,81
RAB11A,47
SLC5A6,1
AC087650.1,1
RP11-694D5.1,1
RP11-253D19.1,1
RP13-766D20.2,1
AC009227.2,1
HLA-B,72
RP4-736H5.1,1
ZNF589,25
LENG8,31
C2,25
RP11-552E4.3,1
UBA52,44
TREX1,25
AC068134.8,1
RP11-767N6.2,1
EPB42,135
IGF2,52
SLC30A3,23
ORC4,33
AC008063.3,1
CXorf40A,9
XX-CR54.3,1
OPRM1,69
CENPN,79
FGFR1,5
RP11-175I6.5,1
AC114730.11,1
PPP1R32,81
KCNJ13,17
AC053503.6,1
AC116609.1,1
RP11-555H23.1,1
PRPSAP1,38
AP000770.1,1
CCBE1,99
MAP4K3,15
DMKN,35
TCF19,63
ARMCX2,31
FAM66D,1
KLHL23,47
AC005014.5,1
ECE1,136
YIPF4,9
RP11-241I20.5,1
RP11-243J18.2,1
GATAD2A,37
CD44,70
CLUHP1,1
RP11-7G23.4,1
NR2C2,52
COL28A1,25
PTPN4,33
CD8B,16
AJ009632.3,1
CKMT1B,74
RP11-218I7.2,1
KCNMB2,28
SIGLEC10,102
ABCC5,41
RBM12,24
RP11-413P11.1,1
DST,587
TCEB1P3,1
THAP5P1,1
RP11-360P21.2,1
HEPACAM2,76
TUBB4BP6,1
TOP3B,31
FAM90A26,101
RP11-508N22.6,1
AL121656.5,1
ODF3B,7
STEAP2-AS1,1
HSPE1P27,1
PSMD1,9
PPIAP10,1
CXorf49B,1
MITF,27
JAZF1,39
ASXL2,290
UBE2F,34
RP11-534L6.2,1
DRG1,1
RNF103-CHMP3,69
HMGB3P12,1
CTD-2006C1.6,1
CCBL1,88
GLB1L3,139
SLC35B1,1
TNS3,34
FN1,32
USP46,78
SNRPG,15
MTA1,121
GS1-600G8.3,1
OR12D2,37
C1QTNF6,20
ALS2CL,96
SEC1P,1
HIGD1AP11,1
RP11-397P13.6,1
PAX6,5
RP11-380D15.3,1
CHRM4,86
RP3-399L15.2,1
RQCD1,13
RP5-881L22.5,1
MAPRE1P3,1
PPIP5K1,1
AC006369.3,1
ACP1,21
NPAS2,33
LINC00376,1
NINJ2,7
RP5-1112F19.2,1
AC092662.2,1
SMARCA2,7
CUL3,49
EIF4G3,23
MAP3K13,21
SLC6A13,17
ZNF783,133
FAM35A,19
PHF8,26
PNMAL1,90
RP11-144L1.8,1
SNRPD3,11
KRT18P67,1
ZNF557,108
IGKV6D-21,15
ZNF814,189
CBX7,46
IKZF2,104
MORF4L1P5,1
ACCS,27
RP11-195C7.2,1
SCLT1,74
RSL24D1P8,1
CSNK1E,46
CAPN8,33
BAI2,210
GGA1,11
RP11-88I18.3,1
RP11-112J3.16,1
CASP8,108
ST7,105
TBC1D26,77
COL6A5,523
AC151961.1,1
HLF,53
RNF220,76
CBWD2,80
AC007652.1,1
XXyac-YX155B6.2,1
WBP1LP7,1
MECOM,223
LY6G6D,55
MTND6P15,1
MYB,76
ANKLE1,76
RP11-441A11.1,1
RP5-836J3.1,1
WDR81,109
IFI44,44
VWA9,72
OGFR-AS1,1
CKS1BP5,1
LMBR1,13
VCX3B,34
RP11-239L20.3,1
AFF3,36
DENND4A,369
TNFSF13,31
AKAP7,69
RP1-130H16.18,48
AC096574.4,1
GRM7,7
AC016738.3,1
CERS5,31
ITIH5,1
GLYCTK,81
RP11-393N4.2,1
RP11-617D20.1,1
PPOX,51
THOC2,25
RP4-583P15.10,1
RP5-837I24.4,1
RPEL1,33
PHF20,95
AC012360.4,1
CTD-3216D2.4,1
PKNOX1,42
PHC2,106
ZNF33A,192
RP11-203P2.2,1
FTSJ2,33
AC019185.3,1
AC073869.10,1
SLC4A5,31
SERAC1,43
DPP4,33
RP11-3P17.3,1
STPG1,34
RP11-91K9.1,1
GLRA3,1
MED6P1,1
SORBS2,18
HLCS-IT1,1
KAT7,120
SDCBPP1,1
RP11-324L3.1,1
FAM136A,36
SPDYE2B,97
MTND4P5,1
ISPD-AS1,1
TFR2,70
CYP2T2P,1
KRTAP9-10P,1
ANKRD62P1,1
OR4K11P,1
RP11-631M6.2,1
ARHGEF33,35
RP11-67C2.2,1
TTC27,17
RAPGEF4-AS1,1
FMO7P,1
ZNF443,19
ADCY3,21
RP11-466A17.1,1
GSTM5P1,1
RP11-342D14.1,1
RP1-86D1.2,1
C6orf205,19
RASGRP2,21
RPAP3,130
HDAC9,15
RPLP1P13,1
LSM14A,110
THOC2,79
AC013437.6,1
DOCK4,56
KANSL1L,36
WDR43,27
OOEP,15
RP11-554D15.3,1
AC002542.2,1
AC090587.4,1
AC073636.1,1
SETD8,36
SAR1P3,1
BCS1L,48
ZNF583,1
DSCAM-IT1,1
RP11-143M1.7,1
MCF2L,36
AIFM1,54
CYCSP6,1
PFDN4,32
NOP58,39
SMAP1,44
C16orf62,233
ELL3,35
FAM136A,49
YWHAZP8,1
DCTN2,88
AC005779.1,1
MOG,46
OR52T1P,1
PNCK,38
AP001476.3,1
AC011747.4,1
SMPD4,137
LINC00205,1
VWA3B,21
TTC7A,23
PPT1,33
TARDBP,50
LEPRE1,58
SUCLA2,64
MICB,63
RP11-157F20.1,1
NSDHL,49
ZNF142,1
POU6F2-AS1,1
RP11-448K10.1,1
GS1-541M1.2,1
MEMO1,5
SULT4A1,11
RP11-413M3.4,1
CWF19L2,194
DUXAP7,1
RP11-278H7.3,1
RP1-148H17.1,1
USP34,80
RP4-609E1.2,1
PPT2,11
RP11-15M15.2,1
MRGPRE,38
AP000350.6,1
SYT8,17
AC087163.3,1
TANK,29
HIP1,217
TRO,38
RANBP1,58
MTND2P20,1
COBL,222
PIGP,1
ABCA13,19
TBL2,108
LYPD6B,11
RPL36AP53,1
RP3-436N22.3,1
DMKN,47
PRAME,39
SH2D3A,93
CHST10,5
MEF2C,79
ASB10,88
COX7BP2,1
MST1R,51
RP4-594A5.1,1
DPH6,33
AC023347.2,1
HSFY8P,1
yR211F11.2,1
SERF2,20
RP11-31F19.1,1
TIA1,62
POLD2,13
SHH,27
RP5-845O24.8,1
STK25,1
CYCSP32,1
AC018738.2,1
CYFIP2,213
MED19,45
AC105020.1,24
AC012501.3,1
AC011995.3,1
NRXN2,29
TTC18,73
TMEM44,17
CRISP3,49
HDAC11,49
AP001469.9,1
MROH8,5
SLC30A6,58
TREML1,23
RP11-34H11.6,1
NBL1,17
RP11-69I8.3,1
CACYBPP1,1
SLC4A7,225
RP11-374M1.3,1
ZDHHC8,29
AURKA,70
NCAPG2,88
ATP5O,19
VPS13B,73
EMID1,31
ABCB4,23
NUDT22,39
B9D1,23
RP11-812E19.13,1
RP1-35C21.2,1
ACAP2,9
PIGCP2,1
DNA2,89
FAU,7
CCDC115,47
RP1-151B14.9,1
C1orf173,1
OSBP2,147
ZFAND2B,5
GARNL3,61
HLA-C,63
ARFGAP3,101
MTA3,25
SLC41A2,5
HSPA8P18,1
TMBIM1,24
P4HA1,126
TMEM40,34
MTND6P14,1
TRIM64EP,1
STIL,31
SNX11,36
PGM5,34
BZW2,58
RP11-222A11.1,1
CD96,69
PPT1,51
TMEM39A,22
ZNF778,158
FOLR4,42
BAI2,1
CD109,229
MDH1,59
MYH7B,52
RPL35AP22,1
ZDHHC9,29
MERTK,9
DDX50P1,1
PDGFB,34
CLK1,148
KRT8P41,1
RP11-373J16.2,1
POLD1,231
XKRYP2,1
YY1P2,1
TANGO2,19
SSX2IP,148
TP63,13
CYP2F1,15
RP11-438J1.1,141
IGLL1,35
AP001043.1,1
ALDH4A1,46
ARHGAP5,35
RP11-552J9.11,1
SNAP23P,1
AC111155.1,1
HBBP1,1
NR1I3,68
AWAT2,25
RP3-527G5.1,1
RPL23AP46,1
MYL6P3,1
FAM177B,23
WSB2,86
NEU4,33
CITF22-49D8.1,1
PANK4,151
DHCR24,37
BRD9,52
UBE2F,24
MIER3,3
TNXB,566
AC108868.3,1
AC099344.2,1
RP11-22M7.2,1
RPS27P18,1
TP53BP1,21
RP11-315I14.2,1
PLA2G6,23
RP11-536C5.2,1
GABRR1,94
PON2,53
MAP4K2,78
MUC15,49
AC112220.2,1
LONRF3,128
ENOX2,88
ANXA11,3
TNFSF13B,60
AC004485.3,1
RPL7P28,1
GRIK4,166
VPS8,254
BRPF1,277
ZNF736P9Y,1
MCHR2-AS1,1
EIF6,21
RP3-323P24.3,1
RP11-1217F2.1,1
RP11-411K7.1,1
ZDHHC19,25
KCNJ6-IT1,1
IFNA20P,1
RP11-288G3.4,1
RABL6,49
HEATR2,1
DONSON,48
GPN1,7
RP11-504P24.2,1
PPIH,17
CXCR2P1,1
PTPN4,31
TMEM143,94
MON1B,83
ACTBP11,1
RP11-413E1.2,1
GPD1L,30
TMEM196,17
CYP3A5,26
RSF1,45
RP11-327I22.4,1
RNF123,72
ARMCX4,1
MAGEA4,33
KCNC4,121
AC008271.1,23
TMCC1,61
RP11-12C17.2,1
LINC01159,1
RP1-258N20.3,1
